alpha_deg,beta_deg,deltaS_deg,deltaD_deg,CL,CD,CY,Cl,Cm,Cn,L_Nm,M_Nm,N_Nm,p_dot,q_dot,r_dot,V,qbar,alpha_eff_deg,beta_eff_deg
-10.0,-2.0,0.0,10.0,-0.7463775277137756,0.04786931363224983,-0.009837867692112923,-0.025713898241519928,0.2585386633872986,0.0019955262541770935,-6.138895245367012,6.056580175320014,0.476408770024311,-7.673619056708764,50.471501461000116,2.64671538902395,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,10.0,-10.0,-0.8427634835243225,0.057415008668899536,0.01637193188071251,0.0217560026794672,0.34527552127838135,-0.006148109212517738,5.193993542041748,8.088495739088994,-1.4677898332731105,6.4924919275521855,67.40413115907496,-8.154387962628391,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,10.0,-5.0,-0.8471319079399109,0.0562166833627224,0.009802334010601044,0.009548857808113098,0.3483160734176636,-0.004103806801140308,2.2796791542971517,8.159724342066712,-0.9797363209109408,2.84959894287144,67.99770285055594,-5.442979560616338,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,10.0,0.0,-0.8447372317314148,0.055291328703165055,0.003219078993424773,-0.0022682328708469868,0.3460364043712616,-0.0020774283912032843,-0.5415143147663274,8.106320343717554,-0.49596195619830125,-0.6768928934579093,67.55266953097963,-2.7553442011016736,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,10.0,5.0,-0.8370196223258972,0.05477379274845123,-0.003308655461296439,-0.013652688823640347,0.33950430154800415,-8.220561721827835e-05,-3.25942125611239,7.953297952620761,-0.019625638553274448,-4.074276570140488,66.27748293850635,-0.10903132529596915,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,10.0,10.0,-0.8271070122718811,0.05478871998667717,-0.009724107570946217,-0.024632634595036507,0.3303692638874054,0.001871901098638773,-5.880756078911598,7.739298671928641,0.44689469664602677,-7.350945098639498,64.49415559940535,2.4827483147001486,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,20.0,-10.0,-0.9084532856941223,0.06707289454817772,0.01467493362724781,0.02020762860774994,0.41675955057144165,-0.005981741938740015,4.824337174203808,9.763095386955875,-1.428071574439464,6.03042146775476,81.3591282246323,-7.933730969108134,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,20.0,-5.0,-0.9185227751731873,0.06729933631896973,0.00873936340212822,0.00849709939211607,0.42173436284065247,-0.004103035666048527,2.0285840197285063,9.879636367600249,-0.9795522213433058,2.5357300246606327,82.3303030633354,-5.4419567852405875,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,20.0,0.0,-0.9221614003181458,0.06673612085461617,0.0028537351172417402,-0.0026496851351112127,0.42045050859451294,-0.002226463286206126,-0.6325816227812991,9.849560532623407,-0.531542310438384,-0.7907270284766239,82.07967110519506,-2.9530128357687997,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,20.0,5.0,-0.9188246130943298,0.0655891971039772,-0.0030108345672488213,-0.013233473524451256,0.4132218360900879,-0.0003451807424426079,-3.159338461088274,9.680220156176128,-0.08240790247631961,-3.949173076360343,80.66850130146774,-0.45782168042399785,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,-2.0,20.0,10.0,-0.9102597832679749,0.0640938395011425,-0.008899296633899212,-0.02338966354727745,0.4012831151485443,0.0015453860396519303,-5.58401114418614,9.400541211348788,0.36894300980616407,-6.9800139302326745,78.33784342790658,2.0496833878120224,20.22374841615669,250.5125000000001,-10.000000000000002,-2.0000000000000004
-10.0,0.0,-20.0,-10.0,-0.5413055419921875,0.03782975686073303,0.0114132110029459,0.02411431446671486,0.07398869097232819,-0.0035169196780771017,5.757013154309294,1.73327437014551,-0.839623820834139,7.196266442886618,14.443953084545917,-4.664576782411883,20.223748416156692,250.5125000000002,-10.0,0.0
