alpha_deg,beta_deg,deltaS_deg,deltaD_deg,CL,CD,CY,Cl,Cm,Cn
-4.0,0.0,-10.0,-8.0,-0.209693640033,0.012980089498,0.008494848373,0.019155246115,0.055401560258,-0.002732117899
-4.0,2.0,-10.0,-8.0,-0.211784486855,0.012877664603,0.004643545479,0.017201103827,0.057294179281,-0.001582038321
-2.0,-2.0,-10.0,-8.0,-0.059573216697,0.011133599047,0.011519572494,0.02170977135,0.011549033198,-0.003132161985
-2.0,0.0,-10.0,-8.0,-0.062413671212,0.010927035291,0.007753849485,0.019095204286,0.01407952914,-0.002233737428
-2.0,2.0,-10.0,-8.0,-0.064717209422,0.010802092089,0.004027024795,0.01646847221,0.016057901074,-0.00134022372
0.0,-2.0,-10.0,-8.0,0.088138489648,0.011265344843,0.010624181833,0.022297070804,-0.03100665315,-0.002395302185
0.0,0.0,-10.0,-8.0,0.085533700496,0.011031299906,0.007062181709,0.019029221044,-0.02860289249,-0.001744930569
0.0,2.0,-10.0,-8.0,0.082987667068,0.010880619546,0.003440029064,0.015706946017,-0.026489673749,-0.001081452177
2.0,-2.0,-10.0,-8.0,0.236236898351,0.013555277477,0.009684280148,0.022851578994,-0.074747647534,-0.001674067104
2.0,0.0,-10.0,-8.0,0.233821273468,0.013298190478,0.00631437251,0.018911392608,-0.072396386131,-0.001246088704
2.0,2.0,-10.0,-8.0,0.231083308974,0.01311849499,0.002884743462,0.014917360986,-0.070228688573,-0.000807122994
4.0,-2.0,-10.0,-8.0,0.384468007732,0.017996551419,0.00870107989,0.023372226029,-0.119543089506,-0.000970499079
4.0,0.0,-10.0,-8.0,0.382245971337,0.017720454916,0.005562316554,0.018763314198,-0.117248889513,-0.000749076023
4.0,2.0,-10.0,-8.0,0.37931878317,0.017508651566,0.002365024935,0.014100714289,-0.115027342321,-0.000518884144
6.0,-2.0,-10.0,-8.0,0.532578738301,0.024570228164,0.007677806915,0.023858226991,-0.165254022502,-0.000286938502
6.0,0.0,-10.0,-8.0,0.530553526458,0.024279316974,0.004808587228,0.0185845491,-0.163020794159,-0.000255831009
6.0,2.0,-10.0,-8.0,0.527432071807,0.024032446912,0.00189157268,0.01326195169,-0.160733435471,-0.000219688856
8.0,-2.0,-10.0,-8.0,0.680341641421,0.033247833039,0.00664216207,0.024320122741,-0.21177741695,0.00037050715
8.0,0.0,-10.0,-8.0,0.678491496698,0.032944807083,0.004055972363,0.018375725208,-0.209567999056,0.000231576071
8.0,2.0,-10.0,-8.0,0.675184155365,0.032660352209,0.001452545463,0.012395950455,-0.207225041152,9.1218928e-05
10.0,-2.0,-10.0,-8.0,0.82745060727,0.04398250915,0.005543956221,0.024733428952,-0.258872229285,0.001007917666
10.0,0.0,-10.0,-8.0,0.825807652071,0.04367308124,0.003307434584,0.018136891593,-0.256739843258,0.00071134916
10.0,2.0,-10.0,-8.0,0.822319462024,0.043349154559,0.001054270148,0.011505699489,-0.254344402536,0.000411638573
-10.0,-2.0,-10.0,-6.0,-0.641111334002,0.031192153463,0.012014836772,0.014355138917,0.166918213832,-0.005163543547
-10.0,0.0,-10.0,-6.0,-0.644067705769,0.031144415153,0.008005046397,0.014438200167,0.169115730984,-0.003171495146
-10.0,2.0,-10.0,-6.0,-0.644913460342,0.031102654282,0.004008340517,0.014504631037,0.170247658511,-0.001176097898
-8.0,-2.0,-10.0,-6.0,-0.497273717408,0.022868580751,0.011488161123,0.015059823478,0.13016814258,-0.004504919616
-8.0,0.0,-10.0,-6.0,-0.500051135356,0.022785479836,0.007484798664,0.014464815565,0.132320758167,-0.002810144487
-8.0,2.0,-10.0,-6.0,-0.50110277888,0.022738157157,0.0034960823,0.013854035665,0.133521507711,-0.001113307596
-6.0,-2.0,-10.0,-6.0,-0.352084616968,0.016617360217,0.010912927308,0.015741018691,0.091797342298,-0.003854674614
-6.0,0.0,-10.0,-6.0,-0.354678458836,0.016502414432,0.006951350107,0.014467589137,0.093900304857,-0.002443003865
-6.0,2.0,-10.0,-6.0,-0.355934843586,0.016445889869,0.003005399362,0.013179212432,0.095169787699,-0.001030400479
-4.0,-2.0,-10.0,-6.0,-0.20578130051,0.012478382496,0.010290390926,0.016398453487,0.051901306122,-0.003214753798
-4.0,0.0,-10.0,-6.0,-0.208187925929,0.012334979242,0.00640725481,0.014447059766,0.053949468578,-0.002071651627
-4.0,2.0,-10.0,-6.0,-0.209649022175,0.012265855874,0.002540002165,0.012480762286,0.055290256233,-0.000928583582
-2.0,-2.0,-10.0,-6.0,-0.058604963731,0.010479706456,0.009621255146,0.017031615429,0.010584851565,-0.002586857058
-2.0,0.0,-10.0,-6.0,-0.06076365644,0.01031106789,0.005885541261,0.014416321131,0.012481723643,-0.001703797957
-2.0,2.0,-10.0,-6.0,-0.062483498663,0.010226464634,0.00210383423,0.011760471335,0.013984522468,-0.000809218723
0.0,-2.0,-10.0,-6.0,0.089199685994,0.010638022162,0.008907013805,0.017639507665,-0.032035900981,-0.001972760046
0.0,0.0,-10.0,-6.0,0.087230352256,0.010448961073,0.005326146304,0.014349791796,-0.030189924137,-0.001328032295
0.0,2.0,-10.0,-6.0,0.085318016854,0.010344698213,0.001699700371,0.011019345801,-0.028632001812,-0.00067339447
2.0,-2.0,-10.0,-6.0,0.237389097153,0.012958118362,0.008149236558,0.018221955253,-0.075841753894,-0.001374254662
2.0,0.0,-10.0,-6.0,0.235609642934,0.012752457383,0.004761634544,0.014259697134,-0.074048727027,-0.000952263978
2.0,2.0,-10.0,-6.0,0.233503866895,0.012625404025,0.001328972489,0.010256868016,-0.07243498558,-0.000521978811
4.0,-2.0,-10.0,-6.0,0.385708373171,0.017432805438,0.007349462555,0.018778056617,-0.120700385751,-0.000793036366
4.0,0.0,-10.0,-6.0,0.384121988741,0.017214436904,0.004194265712,0.014146841765,-0.11896404424,-0.000577937019
4.0,2.0,-10.0,-6.0,0.381826418768,0.017061480383,0.000994909024,0.0094751703,-0.11729592468,-0.000356210156
6.0,-2.0,-10.0,-6.0,0.533904662564,0.02404301936,0.006510000306,0.019306980201,-0.166473320447,-0.000230944757
6.0,0.0,-10.0,-6.0,0.532513977801,0.023815977055,0.003625720288,0.014010850138,-0.164796903434,-0.000206480187
6.0,2.0,-10.0,-6.0,0.530027881468,0.023634233294,0.000702483713,0.008676574018,-0.16307015622,-0.000177731715
8.0,-2.0,-10.0,-6.0,0.681746035047,0.032759803301,0.00565352345,0.019817262673,-0.213049999733,0.000307050882
8.0,0.0,-10.0,-6.0,0.680532821834,0.032526795018,0.003058085796,0.013852190062,-0.21140281349,0.000160535344
8.0,2.0,-10.0,-6.0,0.67785885817,0.032313453976,0.000449604435,0.007860485902,-0.209618526071,1.2955876e-05
10.0,-2.0,-10.0,-6.0,0.828935292262,0.043536589518,0.00473795473,0.020288197731,-0.260204147117,0.000826147877
10.0,0.0,-10.0,-6.0,0.827926267833,0.043302886223,0.002493603183,0.013670849407,-0.258631179006,0.000521773527
10.0,2.0,-10.0,-6.0,0.825068083999,0.043055520165,0.000236670331,0.007027403023,-0.256791264915,0.000215055441
