alpha_deg,beta_deg,deltaS_deg,deltaD_deg,CL,CD,CY,Cl,Cm,Cn,source_file
20.0,2.0,-5.0,0.0,1.502241733581,0.118715152144,-0.000211739008,0.009438217304,-0.458254149744,0.000793624032,pitch_-5_cleaned.csv
20.0,4.0,-5.0,0.0,1.496868806841,0.118352852762,-0.000388973413,0.018802651098,-0.457006589157,0.001585527494,pitch_-5_cleaned.csv
20.0,6.0,-5.0,0.0,1.487991603085,0.117760375142,-0.000643405653,0.028100458814,-0.455003537383,0.002367140708,pitch_-5_cleaned.csv
-10.0,-6.0,0.0,-20.0,-0.737330877368,0.035399388522,0.011259343538,0.002658170452,0.253349198804,0.006071683649,roll_-20_cleaned.csv
-10.0,-4.0,0.0,-20.0,-0.742825617926,0.035414133221,0.007531533669,0.00177986136,0.256166619848,0.004069158974,roll_-20_cleaned.csv
-10.0,-2.0,0.0,-20.0,-0.746124142946,0.035421866924,0.003761875834,0.000897091701,0.257846374392,0.002038124089,roll_-20_cleaned.csv
-10.0,0.0,0.0,-20.0,-0.747243781048,0.035425227135,2.988565e-06,-1.30973e-07,0.258437105876,6.95142e-07,roll_-20_cleaned.csv
-10.0,2.0,0.0,-20.0,-0.746124328818,0.035421710461,-0.003755815605,-0.000897387298,0.257846987243,-0.002036717688,roll_-20_cleaned.csv
-10.0,4.0,0.0,-20.0,-0.742825625288,0.035413790494,-0.007525212773,-0.001780373572,0.256166959768,-0.004067676681,roll_-20_cleaned.csv
-10.0,6.0,0.0,-20.0,-0.737330497134,0.035398811102,-0.011253075082,-0.002658898317,0.253349214675,-0.006070199873,roll_-20_cleaned.csv
-8.0,-6.0,0.0,-20.0,-0.595234398964,0.025835474953,0.011355734568,0.000650303576,0.217822260807,0.005191858494,roll_-20_cleaned.csv
-8.0,-4.0,0.0,-20.0,-0.59979875947,0.02577020973,0.007592654088,0.000439156988,0.22036455678,0.003478622519,roll_-20_cleaned.csv
-8.0,-2.0,0.0,-20.0,-0.602540050632,0.025730408728,0.003794503761,0.000226550693,0.2218841023,0.00174246777,roll_-20_cleaned.csv
-8.0,0.0,0.0,-20.0,-0.60346990451,0.025717543438,1.628445e-06,6.9468e-08,0.222414099112,3.59457e-07,roll_-20_cleaned.csv
-8.0,2.0,0.0,-20.0,-0.602540332691,0.025730289519,-0.003790648806,-0.0002267778,0.22188397568,-0.001741605832,roll_-20_cleaned.csv
-8.0,4.0,0.0,-20.0,-0.599799216691,0.025770001113,-0.00758879587,-0.000439451542,0.220364421589,-0.003477752808,roll_-20_cleaned.csv
-8.0,6.0,0.0,-20.0,-0.595234866166,0.025835132226,-0.011351993775,-0.000650586794,0.217821712092,-0.005191002532,roll_-20_cleaned.csv
-6.0,-6.0,0.0,-20.0,-0.451659495778,0.018310906366,0.011347002838,-0.001359956111,0.180531763023,0.004354091431,roll_-20_cleaned.csv
-6.0,-4.0,0.0,-20.0,-0.45529323355,0.018183920532,0.007586038411,-0.00090801263,0.182807782897,0.002916976393,roll_-20_cleaned.csv
-6.0,-2.0,0.0,-20.0,-0.457474520937,0.01810672693,0.003791991635,-0.000451843763,0.184166545868,0.001461059718,roll_-20_cleaned.csv
-6.0,0.0,0.0,-20.0,-0.458214694054,0.01808139123,1.161638e-06,-1.1124e-07,0.184639517097,2.48665e-07,roll_-20_cleaned.csv
-6.0,2.0,0.0,-20.0,-0.457474848471,0.018106669188,-0.00378971902,0.000451643355,0.184166741008,-0.001460573139,roll_-20_cleaned.csv
-6.0,4.0,0.0,-20.0,-0.45529399181,0.018183782697,-0.007583830472,0.000907816959,0.182808353127,-0.00291650339,roll_-20_cleaned.csv
-6.0,6.0,0.0,-20.0,-0.451660725408,0.018310749903,-0.011344839636,0.001359702134,0.18053264843,-0.004353635155,roll_-20_cleaned.csv
-4.0,-6.0,0.0,-20.0,-0.306848679271,0.012873586267,0.011234621077,-0.003374077622,0.141592103991,0.003560611519,roll_-20_cleaned.csv
-4.0,-4.0,0.0,-20.0,-0.309540422401,0.012700648978,0.007508867769,-0.002255173498,0.143584916953,0.002384868693,roll_-20_cleaned.csv
-4.0,-2.0,0.0,-20.0,-0.311156583746,0.012596026994,0.003756115466,-0.001127958097,0.14477679498,0.001194871643,roll_-20_cleaned.csv
-4.0,0.0,0.0,-20.0,-0.311689070296,0.012561187148,7.27898e-07,-2.41308e-07,0.145162964666,1.47881e-07,roll_-20_cleaned.csv
-4.0,2.0,0.0,-20.0,-0.311156971339,0.01259600278,-0.003754579883,0.001127486032,0.144777063159,-0.001194558605,roll_-20_cleaned.csv
-4.0,4.0,0.0,-20.0,-0.309540605166,0.012700579129,-0.007507728396,0.002255140293,0.143584876711,-0.002384633503,roll_-20_cleaned.csv
-4.0,6.0,0.0,-20.0,-0.306849022335,0.012873507105,-0.011233712594,0.003374339615,0.141592430872,-0.003560428214,roll_-20_cleaned.csv
-2.0,-6.0,0.0,-20.0,-0.16103295241,0.009557016194,0.011012473697,-0.00538714831,0.101092048858,0.00281182535,roll_-20_cleaned.csv
-2.0,-4.0,0.0,-20.0,-0.162775301239,0.009354984388,0.007358524886,-0.003601720546,0.102790687758,0.001882885031,roll_-20_cleaned.csv
-2.0,-2.0,0.0,-20.0,-0.163824339537,0.009233226068,0.003683067757,-0.001803188977,0.103813201316,0.000943687258,roll_-20_cleaned.csv
-2.0,0.0,0.0,-20.0,-0.164170696574,0.00919258222,3.58422e-07,-1.4058e-07,0.104148385199,6.8887e-08,roll_-20_cleaned.csv
-2.0,2.0,0.0,-20.0,-0.163824212561,0.009233200923,-0.003682438342,0.001803173186,0.103812795461,-0.000943557078,roll_-20_cleaned.csv
-2.0,4.0,0.0,-20.0,-0.162775380975,0.009354946204,-0.007357907534,0.003601732244,0.102790488377,-0.001882757021,roll_-20_cleaned.csv
-2.0,6.0,0.0,-20.0,-0.161033265004,0.009556966834,-0.01101189306,0.005387156366,0.10109204085,-0.002811705941,roll_-20_cleaned.csv
0.0,-6.0,0.0,-20.0,-0.014453563927,0.008384409361,0.010675233423,-0.007397424001,0.059140774606,0.002108139205,roll_-20_cleaned.csv
0.0,-4.0,0.0,-20.0,-0.015242343591,0.008170541376,0.007131934481,-0.004945943123,0.060538600113,0.001411436457,roll_-20_cleaned.csv
0.0,-2.0,0.0,-20.0,-0.015719902434,0.008041747846,0.003572033424,-0.002477938465,0.061384140734,0.000707834773,roll_-20_cleaned.csv
0.0,0.0,0.0,-20.0,-0.015879911894,0.007998679765,2.15777e-07,-8.86e-08,0.061667447114,4.1592e-08,roll_-20_cleaned.csv
0.0,2.0,0.0,-20.0,-0.015720132671,0.008041742258,-0.003571644201,0.002477791458,0.061384410718,-0.000707759617,roll_-20_cleaned.csv
0.0,4.0,0.0,-20.0,-0.015242821381,0.008170522749,-0.007131527039,0.004945743467,0.060538881434,-0.001411359799,roll_-20_cleaned.csv
0.0,6.0,0.0,-20.0,-0.014455135695,0.008384384215,-0.010674724096,0.007397105033,0.059142141997,-0.002108053477,roll_-20_cleaned.csv
2.0,-6.0,0.0,-20.0,0.132639216731,0.009367945604,0.010222652438,-0.009401881978,0.015865656982,0.001450937027,roll_-20_cleaned.csv
2.0,-4.0,0.0,-20.0,0.132801154451,0.009159580804,0.006835954548,-0.006290416334,0.016966384416,0.000972770332,roll_-20_cleaned.csv
2.0,-2.0,0.0,-20.0,0.132907212993,0.009033669718,0.003421505666,-0.003150746,0.017614146355,0.000487475822,roll_-20_cleaned.csv
2.0,0.0,0.0,-20.0,0.132934048552,0.008991563693,-1.39458e-07,1.1589e-07,0.017844289813,-2.2893e-08,roll_-20_cleaned.csv
2.0,2.0,0.0,-20.0,0.132907371699,0.009033677168,-0.003421776725,0.003150964587,0.017613966697,-0.000487520506,roll_-20_cleaned.csv
2.0,4.0,0.0,-20.0,0.132801533295,0.009159595706,-0.006836242475,0.006290630215,0.01696597402,-0.000972817952,roll_-20_cleaned.csv
2.0,6.0,0.0,-20.0,0.132639233761,0.00936796423,-0.010222892586,0.009402008167,0.015865700134,-0.001450980932,roll_-20_cleaned.csv
4.0,-6.0,0.0,-20.0,0.280005583297,0.012507676147,0.009653268813,-0.011399478302,-0.028612007418,0.00084103607,roll_-20_cleaned.csv
4.0,-4.0,0.0,-20.0,0.281123521089,0.012321615592,0.006457690557,-0.007628660674,-0.027821053067,0.000564980851,roll_-20_cleaned.csv
4.0,-2.0,0.0,-20.0,0.281809854401,0.012209151872,0.003231573382,-0.003821044514,-0.027368059597,0.000283045747,roll_-20_cleaned.csv
4.0,0.0,0.0,-20.0,0.282024211236,0.01217132993,-3.77488e-07,3.61268e-07,-0.027192775483,-4.7321e-08,roll_-20_cleaned.csv
4.0,2.0,0.0,-20.0,0.281809859885,0.012209148146,-0.003232340868,0.003821824647,-0.027368172726,-0.000283135682,roll_-20_cleaned.csv
4.0,4.0,0.0,-20.0,0.281123266138,0.012321606278,-0.00645824572,0.007629193245,-0.027821242179,-0.00056504823,roll_-20_cleaned.csv
4.0,6.0,0.0,-20.0,0.280005189755,0.012507666834,-0.009653731315,0.011399911889,-0.028612114852,-0.000841091448,roll_-20_cleaned.csv
6.0,-6.0,0.0,-20.0,0.427393456888,0.01779191941,0.008967559959,-0.013387383259,-0.074152860579,0.000279587138,roll_-20_cleaned.csv
6.0,-4.0,0.0,-20.0,0.429467611365,0.017644960433,0.006001210408,-0.00896054211,-0.073677092825,0.000189606086,roll_-20_cleaned.csv
6.0,-2.0,0.0,-20.0,0.430721876369,0.017555395141,0.002988031059,-0.004481967035,-0.073400518698,9.2565375e-05,roll_-20_cleaned.csv
6.0,0.0,0.0,-20.0,0.431142806679,0.017526052892,-4.69712e-07,6.25828e-07,-0.07331181128,-2.2214e-08,roll_-20_cleaned.csv
6.0,2.0,0.0,-20.0,0.43072173162,0.017555385828,-0.002988938681,0.004483198549,-0.073400607139,-9.2605146e-05,roll_-20_cleaned.csv
6.0,4.0,0.0,-20.0,0.429467255579,0.017644936219,-0.006002052799,0.008961733828,-0.073677096973,-0.00018963651,roll_-20_cleaned.csv
6.0,6.0,0.0,-20.0,0.427392995269,0.01779188402,-0.008968310097,0.013388495367,-0.074152855969,-0.000279605754,roll_-20_cleaned.csv
8.0,-6.0,0.0,-20.0,0.574556781785,0.025197634473,0.008168442018,-0.015364398653,-0.120619963667,-0.000231937069,roll_-20_cleaned.csv
8.0,-4.0,0.0,-20.0,0.577587008855,0.025106297806,0.005468832456,-0.010284915128,-0.12046568216,-0.000152276691,roll_-20_cleaned.csv
8.0,-2.0,0.0,-20.0,0.57942037197,0.025049859658,0.002713679753,-0.005143542612,-0.120387278173,-7.9822011e-05,roll_-20_cleaned.csv
8.0,0.0,0.0,-20.0,0.580031726907,0.025031695142,-6.42043e-07,1.190395e-06,-0.120359882625,4.6235e-08,roll_-20_cleaned.csv
8.0,2.0,0.0,-20.0,0.579420344329,0.025049846619,-0.002714933352,0.005145897119,-0.120387491716,7.991862e-05,roll_-20_cleaned.csv
8.0,4.0,0.0,-20.0,0.57758683406,0.025106256828,-0.005469990073,0.010287197369,-0.120466008657,0.000152386512,roll_-20_cleaned.csv
8.0,6.0,0.0,-20.0,0.574556482187,0.025197558105,-0.008169432234,0.015366548974,-0.120620483835,0.000232069109,roll_-20_cleaned.csv
10.0,-6.0,0.0,-20.0,0.721244878578,0.034689001739,0.007256140383,-0.017327139539,-0.16785993064,-0.000692861923,roll_-20_cleaned.csv
10.0,-4.0,0.0,-20.0,0.725228433892,0.034669492394,0.004860380797,-0.011599664092,-0.168030335233,-0.000460268924,roll_-20_cleaned.csv
10.0,-2.0,0.0,-20.0,0.727639334502,0.03465654701,0.002402940499,-0.005800479297,-0.168153898843,-0.000234563957,roll_-20_cleaned.csv
10.0,0.0,0.0,-20.0,0.728443098816,0.034653268754,-9.65676e-07,2.124881e-06,-0.168194657428,1.826e-07,roll_-20_cleaned.csv
10.0,2.0,0.0,-20.0,0.727639083108,0.034656506032,-0.002404815481,0.005804685589,-0.168154110234,0.000234936089,roll_-20_cleaned.csv
10.0,4.0,0.0,-20.0,0.725227800054,0.034669395536,-0.004862089949,0.011603716744,-0.168030546185,0.000460655304,roll_-20_cleaned.csv
10.0,6.0,0.0,-20.0,0.721243941288,0.034688837826,-0.007257627006,0.01733100791,-0.167860280758,0.000693272606,roll_-20_cleaned.csv
12.0,-6.0,0.0,-20.0,0.867210757276,0.046219330281,0.006235303424,-0.019273919247,-0.215720296753,-0.001101736462,roll_-20_cleaned.csv
12.0,-4.0,0.0,-20.0,0.872145309694,0.046287335455,0.004176437933,-0.012904061853,-0.216221599103,-0.000733898588,roll_-20_cleaned.csv
12.0,-2.0,0.0,-20.0,0.875127114095,0.046327073127,0.002055922186,-0.006450796369,-0.216540702141,-0.000371574826,roll_-20_cleaned.csv
12.0,0.0,0.0,-20.0,0.876120512217,0.046341367066,-1.419356e-06,3.432094e-06,-0.216645607827,4.26737e-07,roll_-20_cleaned.csv
12.0,2.0,0.0,-20.0,0.875126215181,0.046326976269,-0.002058694184,0.006457570316,-0.216540563004,0.000372429121,roll_-20_cleaned.csv
12.0,4.0,0.0,-20.0,0.872143675373,0.046287130564,-0.004179091342,0.012910724107,-0.216221443032,0.000734763918,roll_-20_cleaned.csv
12.0,6.0,0.0,-20.0,0.867207921813,0.046218980104,-0.006237565267,0.019280200258,-0.215719758293,0.001102623317,roll_-20_cleaned.csv
14.0,-6.0,0.0,-20.0,1.01220729151,0.05973020196,0.005110583798,-0.021202529452,-0.264040928622,-0.001457286004,roll_-20_cleaned.csv
14.0,-4.0,0.0,-20.0,1.018079522506,0.059900123626,0.00342443423,-0.014194725046,-0.264871134508,-0.000971283766,roll_-20_cleaned.csv
14.0,-2.0,0.0,-20.0,1.021636214641,0.060002271086,0.001673784454,-0.007094273183,-0.265389401311,-0.00049041381,roll_-20_cleaned.csv
14.0,0.0,0.0,-20.0,1.022816737865,0.0600370951,-2.046106e-06,5.164549e-06,-0.265557793526,8.21567e-07,roll_-20_cleaned.csv
14.0,2.0,0.0,-20.0,1.021634175637,0.06000206992,-0.001677761166,0.007104456136,-0.265388679909,0.000492053261,roll_-20_cleaned.csv
14.0,4.0,0.0,-20.0,1.018079452057,0.05989978835,-0.003428134807,0.014204469346,-0.264874359882,0.000972797863,roll_-20_cleaned.csv
14.0,6.0,0.0,-20.0,1.01219920148,0.059728924185,-0.005113944971,0.021211131891,-0.264043352326,0.001458739729,roll_-20_cleaned.csv
16.0,-6.0,0.0,-20.0,1.155989686313,0.07515206933,0.00388783281,-0.023110864304,-0.312657222889,-0.001758180619,roll_-20_cleaned.csv
16.0,-4.0,0.0,-20.0,1.162766657833,0.075435347855,0.002572224897,-0.015456862924,-0.313754674562,-0.001175712781,roll_-20_cleaned.csv
16.0,-2.0,0.0,-20.0,1.1669201728,0.075611516833,0.001259001381,-0.00773050711,-0.314534863195,-0.000590545915,roll_-20_cleaned.csv
16.0,0.0,0.0,-20.0,1.168280610624,0.075668126345,-2.590013e-06,6.39327e-06,-0.31476902895,1.172942e-06,roll_-20_cleaned.csv
16.0,2.0,0.0,-20.0,1.166913744693,0.07561019063,-0.001264160114,0.00774383196,-0.314539876736,0.000593126297,roll_-20_cleaned.csv
16.0,4.0,0.0,-20.0,1.162757326433,0.07543373853,-0.002577191514,0.015469670086,-0.313758500517,0.001178255225,roll_-20_cleaned.csv
16.0,6.0,0.0,-20.0,1.155977663316,0.075150161982,-0.003892352598,0.023122983311,-0.312659803255,0.001760700771,roll_-20_cleaned.csv
18.0,-6.0,0.0,-20.0,1.298316123545,0.092404857278,0.002573858806,-0.024997097483,-0.361401093533,-0.002003066658,roll_-20_cleaned.csv
18.0,-4.0,0.0,-20.0,1.306010330528,0.092816241086,0.00168912992,-0.016717947777,-0.362826406221,-0.001339180334,roll_-20_cleaned.csv
18.0,-2.0,0.0,-20.0,1.310670095016,0.093067973852,0.000856926081,-0.008382655657,-0.363718547534,-0.000667997071,roll_-20_cleaned.csv
18.0,0.0,0.0,-20.0,1.312276757915,0.093155302107,-3.215081e-06,8.549222e-06,-0.364104128351,1.93316e-06,roll_-20_cleaned.csv
18.0,2.0,0.0,-20.0,1.310667174385,0.093067735434,-0.000863319907,0.008399718259,-0.363717827852,0.000671865739,roll_-20_cleaned.csv
18.0,4.0,0.0,-20.0,1.30600391113,0.092815615237,-0.001695352572,0.016734756858,-0.362824480452,0.001343029954,roll_-20_cleaned.csv
18.0,6.0,0.0,-20.0,1.298298948406,0.092402078211,-0.00257978934,0.025013644699,-0.361403468306,0.002007144547,roll_-20_cleaned.csv
20.0,-6.0,0.0,-20.0,1.438938144109,0.111395388842,0.001176743786,-0.026859516593,-0.410105446145,-0.002190945063,roll_-20_cleaned.csv
20.0,-4.0,0.0,-20.0,1.447554045661,0.111951075494,0.000750386489,-0.017962097606,-0.411844907804,-0.001463777772,roll_-20_cleaned.csv
20.0,-2.0,0.0,-20.0,1.452766264892,0.112288869917,0.00038794846,-0.009005070052,-0.412931416944,-0.000729784244,roll_-20_cleaned.csv
20.0,0.0,0.0,-20.0,1.454558594116,0.112405017018,-3.850729e-06,1.1183413e-05,-0.413386334554,3.018044e-06,roll_-20_cleaned.csv
20.0,2.0,0.0,-20.0,1.452760998661,0.112288370728,-0.000395851868,0.009027417009,-0.412929171395,0.00073577723,roll_-20_cleaned.csv
20.0,4.0,0.0,-20.0,1.447544180208,0.111950077116,-0.000757928321,0.017984070946,-0.411841275614,0.001469756896,roll_-20_cleaned.csv
20.0,6.0,0.0,-20.0,1.438923364236,0.11139383167,-0.001183919378,0.026880990041,-0.410099800976,0.002196881029,roll_-20_cleaned.csv
-10.0,-6.0,0.0,-15.0,-0.737330879267,0.035399388522,0.011259345232,0.002658170028,0.253349201816,0.006071684251,roll_-15_cleaned.csv
-10.0,-4.0,0.0,-15.0,-0.74282561573,0.035414133221,0.007531533125,0.001779861249,0.25616661952,0.004069158816,roll_-15_cleaned.csv
-10.0,-2.0,0.0,-15.0,-0.746124128506,0.035421863198,0.003761873735,0.000897093427,0.257846367445,0.002038123823,roll_-15_cleaned.csv
-10.0,0.0,0.0,-15.0,-0.747243781723,0.035425227135,2.988544e-06,-1.30989e-07,0.258437105758,6.95137e-07,roll_-15_cleaned.csv
-10.0,2.0,0.0,-15.0,-0.746124329104,0.035421710461,-0.003755813684,-0.000897389268,0.257846994024,-0.002036717244,roll_-15_cleaned.csv
-10.0,4.0,0.0,-15.0,-0.742825628363,0.035413790494,-0.007525213573,-0.001780372669,0.256166959262,-0.004067676941,roll_-15_cleaned.csv
-10.0,6.0,0.0,-15.0,-0.737330496793,0.035398811102,-0.011253072446,-0.002658899027,0.253349216012,-0.006070198956,roll_-15_cleaned.csv
-8.0,-6.0,0.0,-15.0,-0.59523439673,0.025835474953,0.011355735905,0.000650303022,0.217822259588,0.00519185909,roll_-15_cleaned.csv
-8.0,-4.0,0.0,-15.0,-0.599798759817,0.02577020973,0.007592654166,0.000439156937,0.220364556955,0.003478622536,roll_-15_cleaned.csv
-8.0,-2.0,0.0,-15.0,-0.602540050194,0.025730408728,0.003794503778,0.000226550604,0.221884101983,0.001742467773,roll_-15_cleaned.csv
-8.0,0.0,0.0,-15.0,-0.603469908237,0.025717543438,1.622515e-06,7.1524e-08,0.222414106704,3.57898e-07,roll_-15_cleaned.csv
-8.0,2.0,0.0,-15.0,-0.602540334597,0.025730289519,-0.003790649336,-0.000226778024,0.221883977393,-0.00174160596,roll_-15_cleaned.csv
-8.0,4.0,0.0,-15.0,-0.599799220754,0.025770001113,-0.007588796424,-0.000439450447,0.220364426192,-0.00347775298,roll_-15_cleaned.csv
-8.0,6.0,0.0,-15.0,-0.595234877329,0.025835132226,-0.011351997217,-0.000650582948,0.217821727165,-0.005191003616,roll_-15_cleaned.csv
-6.0,-6.0,0.0,-15.0,-0.451659495772,0.018310906366,0.011347002835,-0.001359956108,0.180531763021,0.00435409143,roll_-15_cleaned.csv
-6.0,-4.0,0.0,-15.0,-0.455293233471,0.018183920532,0.007586038441,-0.000908012644,0.182807783047,0.0029169764,roll_-15_cleaned.csv
-6.0,-2.0,0.0,-15.0,-0.457474520957,0.01810672693,0.003791991614,-0.000451843755,0.184166545892,0.001461059713,roll_-15_cleaned.csv
-6.0,0.0,0.0,-15.0,-0.458214694155,0.01808139123,1.161679e-06,-1.11303e-07,0.184639517132,2.48663e-07,roll_-15_cleaned.csv
-6.0,2.0,0.0,-15.0,-0.457474849353,0.018106669188,-0.003789719144,0.000451643681,0.184166742544,-0.001460573014,roll_-15_cleaned.csv
-6.0,4.0,0.0,-15.0,-0.455293991716,0.018183782697,-0.007583830491,0.000907816982,0.182808353105,-0.002916503391,roll_-15_cleaned.csv
-6.0,6.0,0.0,-15.0,-0.451660725405,0.018310749903,-0.011344839637,0.001359702137,0.180532648436,-0.004353635156,roll_-15_cleaned.csv
-4.0,-6.0,0.0,-15.0,-0.306848679277,0.012873586267,0.011234621078,-0.003374077622,0.141592103991,0.003560611519,roll_-15_cleaned.csv
-4.0,-4.0,0.0,-15.0,-0.309540422405,0.012700648978,0.007508867764,-0.002255173497,0.143584916955,0.002384868692,roll_-15_cleaned.csv
-4.0,-2.0,0.0,-15.0,-0.31115658375,0.012596026994,0.003756115464,-0.001127958093,0.144776794977,0.001194871643,roll_-15_cleaned.csv
-4.0,0.0,0.0,-15.0,-0.311689070296,0.012561187148,7.27898e-07,-2.41307e-07,0.145162964666,1.47881e-07,roll_-15_cleaned.csv
-4.0,2.0,0.0,-15.0,-0.31115697133,0.01259600278,-0.003754579883,0.001127486032,0.144777063156,-0.001194558605,roll_-15_cleaned.csv
-4.0,4.0,0.0,-15.0,-0.309540605166,0.012700579129,-0.007507728396,0.002255140293,0.143584876712,-0.002384633504,roll_-15_cleaned.csv
-4.0,6.0,0.0,-15.0,-0.306849022336,0.012873507105,-0.011233712594,0.003374339615,0.141592430873,-0.003560428214,roll_-15_cleaned.csv
-2.0,-6.0,0.0,-15.0,-0.161032952408,0.009557016194,0.011012473698,-0.00538714831,0.101092048858,0.00281182535,roll_-15_cleaned.csv
-2.0,-4.0,0.0,-15.0,-0.16277530124,0.009354984388,0.007358524886,-0.003601720546,0.102790687758,0.001882885031,roll_-15_cleaned.csv
-2.0,-2.0,0.0,-15.0,-0.163824339537,0.009233226068,0.003683067758,-0.001803188977,0.103813201316,0.000943687258,roll_-15_cleaned.csv
-2.0,0.0,0.0,-15.0,-0.164170696574,0.00919258222,3.58422e-07,-1.40582e-07,0.104148385199,6.8888e-08,roll_-15_cleaned.csv
-2.0,2.0,0.0,-15.0,-0.163824212561,0.009233200923,-0.003682438342,0.001803173186,0.103812795461,-0.000943557078,roll_-15_cleaned.csv
-2.0,4.0,0.0,-15.0,-0.162775380984,0.009354946204,-0.007357907532,0.00360173224,0.102790488391,-0.001882757021,roll_-15_cleaned.csv
-2.0,6.0,0.0,-15.0,-0.161033264985,0.009556966834,-0.011011893132,0.005387156399,0.101092040797,-0.002811705954,roll_-15_cleaned.csv
0.0,-6.0,0.0,-15.0,-0.014453563927,0.008384409361,0.010675233423,-0.007397424001,0.059140774606,0.002108139205,roll_-15_cleaned.csv
0.0,-4.0,0.0,-15.0,-0.015242343591,0.008170541376,0.007131934481,-0.004945943123,0.060538600113,0.001411436457,roll_-15_cleaned.csv
0.0,-2.0,0.0,-15.0,-0.015719902434,0.008041747846,0.003572033424,-0.002477938465,0.061384140734,0.000707834773,roll_-15_cleaned.csv
0.0,0.0,0.0,-15.0,-0.015879911894,0.007998679765,2.15777e-07,-8.86e-08,0.061667447115,4.1592e-08,roll_-15_cleaned.csv
0.0,2.0,0.0,-15.0,-0.015720132671,0.008041742258,-0.003571644201,0.002477791458,0.061384410718,-0.000707759617,roll_-15_cleaned.csv
0.0,4.0,0.0,-15.0,-0.015242821381,0.008170522749,-0.007131527039,0.004945743467,0.060538881434,-0.001411359799,roll_-15_cleaned.csv
0.0,6.0,0.0,-15.0,-0.014455135695,0.008384384215,-0.010674724096,0.007397105033,0.059142141997,-0.002108053477,roll_-15_cleaned.csv
2.0,-6.0,0.0,-15.0,0.132639216723,0.009367945604,0.010222652437,-0.009401881974,0.015865656995,0.001450937027,roll_-15_cleaned.csv
2.0,-4.0,0.0,-15.0,0.132801154451,0.009159580804,0.006835954548,-0.006290416334,0.016966384416,0.000972770332,roll_-15_cleaned.csv
2.0,-2.0,0.0,-15.0,0.132907212993,0.009033669718,0.003421505666,-0.003150746,0.017614146354,0.000487475822,roll_-15_cleaned.csv
2.0,0.0,0.0,-15.0,0.13293404846,0.008991563693,-1.39459e-07,1.15891e-07,0.017844289867,-2.2893e-08,roll_-15_cleaned.csv
2.0,2.0,0.0,-15.0,0.132907371699,0.009033677168,-0.003421776725,0.003150964587,0.017613966697,-0.000487520506,roll_-15_cleaned.csv
2.0,4.0,0.0,-15.0,0.132801533294,0.009159595706,-0.006836242475,0.006290630215,0.016965974021,-0.000972817952,roll_-15_cleaned.csv
2.0,6.0,0.0,-15.0,0.132639233761,0.00936796423,-0.010222892586,0.009402008167,0.015865700134,-0.001450980932,roll_-15_cleaned.csv
4.0,-6.0,0.0,-15.0,0.280005583164,0.012507676147,0.009653268815,-0.011399478307,-0.028612007356,0.00084103607,roll_-15_cleaned.csv
4.0,-4.0,0.0,-15.0,0.281123521142,0.012321615592,0.006457690553,-0.007628660674,-0.027821053068,0.00056498085,roll_-15_cleaned.csv
4.0,-2.0,0.0,-15.0,0.281809836092,0.012209151872,0.003231571161,-0.003821046876,-0.027368047663,0.000283045072,roll_-15_cleaned.csv
4.0,0.0,0.0,-15.0,0.282024211236,0.01217132993,-3.77488e-07,3.61268e-07,-0.027192775483,-4.7321e-08,roll_-15_cleaned.csv
4.0,2.0,0.0,-15.0,0.281809859827,0.012209148146,-0.003232340866,0.003821824647,-0.027368172751,-0.000283135682,roll_-15_cleaned.csv
4.0,4.0,0.0,-15.0,0.281123266139,0.012321606278,-0.00645824572,0.007629193245,-0.027821242179,-0.00056504823,roll_-15_cleaned.csv
4.0,6.0,0.0,-15.0,0.280005189759,0.012507666834,-0.009653731313,0.011399911888,-0.028612114853,-0.000841091448,roll_-15_cleaned.csv
6.0,-6.0,0.0,-15.0,0.427393457259,0.01779191941,0.008967559898,-0.013387383264,-0.07415286062,0.000279587131,roll_-15_cleaned.csv
6.0,-4.0,0.0,-15.0,0.429467611246,0.017644960433,0.006001210495,-0.008960542062,-0.073677092584,0.000189606101,roll_-15_cleaned.csv
6.0,-2.0,0.0,-15.0,0.430721876549,0.017555395141,0.002988030971,-0.004481966981,-0.073400518811,9.2565362e-05,roll_-15_cleaned.csv
6.0,0.0,0.0,-15.0,0.431142809114,0.017526052892,-4.71082e-07,6.2664e-07,-0.073311814378,-2.2401e-08,roll_-15_cleaned.csv
6.0,2.0,0.0,-15.0,0.430721731628,0.017555385828,-0.00298893868,0.004483198548,-0.07340060714,-9.2605146e-05,roll_-15_cleaned.csv
6.0,4.0,0.0,-15.0,0.429467255545,0.017644936219,-0.006002052797,0.008961733822,-0.073677096954,-0.000189636511,roll_-15_cleaned.csv
6.0,6.0,0.0,-15.0,0.427392995935,0.01779188402,-0.008968310185,0.013388495423,-0.07415285609,-0.000279605768,roll_-15_cleaned.csv
8.0,-6.0,0.0,-15.0,0.574556780949,0.025197634473,0.008168442231,-0.015364398975,-0.120619963068,-0.000231937082,roll_-15_cleaned.csv
8.0,-4.0,0.0,-15.0,0.577587008091,0.025106295943,0.00546883256,-0.010284915706,-0.120465683323,-0.000152276733,roll_-15_cleaned.csv
8.0,-2.0,0.0,-15.0,0.579420372875,0.025049859658,0.00271367995,-0.005143542802,-0.120387278268,-7.9821992e-05,roll_-15_cleaned.csv
