alpha_deg,beta_deg,deltaS_deg,deltaD_deg,CL,CD,CY,Cl,Cm,Cn
6,4,-10,0,0.532967484,0.023304862,-0.005831834,-0.010651287,-0.167085715,3.52E-05
6,6,-10,0,0.530375868,0.023428307,-0.008737716,-0.015921207,-0.167063676,5.31E-05
8,-6,-10,0,0.676780569,0.032082931,0.00780658,0.017884581,-0.213168807,0.000468985
8,-4,-10,0,0.680323125,0.032023284,0.005211125,0.01196645,-0.213509515,0.000313661
8,-2,-10,0,0.682465408,0.031987768,0.00261093,0.005998608,-0.213728801,0.000156735
8,0,-10,0,0.683198077,0.031977322,-4.82E-07,-1.20E-06,-0.213799677,-6.65E-09
8,2,-10,0,0.682465281,0.031987887,-0.002611833,-0.006000666,-0.213729837,-0.000156717
8,4,-10,0,0.680322548,0.032023307,-0.005211923,-0.011968453,-0.213510173,-0.00031366
8,6,-10,0,0.676779621,0.032083122,-0.007807185,-0.01788591,-0.213168831,-0.000468991
10,-6,-10,0,0.822561711,0.042778433,0.006766101,0.019832544,-0.259889122,0.000940059
10,-4,-10,0,0.827052799,0.042798721,0.004517111,0.013271695,-0.260551702,0.000628268
10,-2,-10,0,0.829767415,0.042811002,0.002257648,0.006650463,-0.260967372,0.000315082
10,0,-10,0,0.83069467,0.042817297,-6.40E-07,-1.60E-06,-0.261103591,-1.71E-07
10,2,-10,0,0.829767134,0.042810901,-0.002258905,-0.006653699,-0.260967468,-0.000315427
10,4,-10,0,0.827051824,0.042798274,-0.00451828,-0.013274918,-0.260551603,-0.000628597
10,6,-10,0,0.822560312,0.042777917,-0.006767166,-0.019835714,-0.259888961,-0.000940397
12,-6,-10,0,0.96747024,0.055460358,0.005619891,0.021760913,-0.30706828,0.00135893
12,-4,-10,0,0.97290633,0.055575184,0.003752178,0.014564149,-0.308056218,0.000908055
12,-2,-10,0,0.976190687,0.055644493,0.001868801,0.007295709,-0.308669626,0.000455853
12,0,-10,0,0.9773117,0.055670808,-9.51E-07,-2.38E-06,-0.308871776,-3.06E-07
12,2,-10,0,0.976190881,0.055644517,-0.001870688,-0.007300502,-0.308670253,-0.000456471
12,4,-10,0,0.972906487,0.055575172,-0.003753917,-0.014568841,-0.30805733,-0.000908694
12,6,-10,0,0.967470324,0.05545965,-0.005621505,-0.02176584,-0.307070395,-0.00135972
14,-6,-10,0,1.111256263,0.070062077,0.004373621,0.023669711,-0.354544846,0.0017245
14,-4,-10,0,1.117637482,0.070287508,0.002919677,0.015842523,-0.355864205,0.001152084
14,-2,-10,0,1.121488169,0.070422682,0.001446235,0.007933716,-0.356676206,0.000578477
14,0,-10,0,1.122803093,0.070472021,-1.34E-06,-3.39E-06,-0.356946321,-5.39E-07
14,2,-10,0,1.121488308,0.07042266,-0.001448854,-0.007940476,-0.356677054,-0.000579558
14,4,-10,0,1.117637222,0.07028735,-0.00292206,-0.015849084,-0.355865773,-0.001153176
14,6,-10,0,1.111256519,0.070061156,-0.004375828,-0.023676573,-0.354548321,-0.001725852
16,-6,-10,0,1.253688035,0.086509513,0.003033528,0.025554138,-0.402165694,0.002035124
16,-4,-10,0,1.260999957,0.08685846,0.002024523,0.017105283,-0.403810234,0.001359345
16,-2,-10,0,1.265413646,0.087068286,0.000992152,0.008563861,-0.404822037,0.000682467
16,0,-10,0,1.266921496,0.087143142,-1.71E-06,-4.58E-06,-0.40516132,-8.97E-07
16,2,-10,0,1.265413235,0.087068171,-0.000995525,-0.008572956,-0.404822828,-0.000684251
16,4,-10,0,1.260999345,0.086858222,-0.002027758,-0.017114245,-0.403812261,-0.001361132
16,6,-10,0,1.253683376,0.086505731,-0.003037137,-0.025562874,-0.402168536,-0.00203679
18,-6,-10,0,1.394518161,0.10471492,0.001607011,0.027413222,-0.449757531,0.00228949
18,-4,-10,0,1.402734693,0.105198784,0.00105464,0.018343235,-0.45169773,0.001530386
18,-2,-10,0,1.407726707,0.105493693,0.000507505,0.009185975,-0.452942563,0.000767654
18,0,-10,0,1.409337181,0.10558499,-2.16E-06,-6.03E-06,-0.453326617,-1.40E-06
18,2,-10,0,1.407726056,0.105493519,-0.000511808,-0.009198029,-0.452943521,-0.000770445
18,4,-10,0,1.402728127,0.10519507,-0.001059352,-0.018354221,-0.451698568,-0.00153259
18,6,-10,0,1.394511515,0.104710151,-0.001611696,-0.027424708,-0.449762,-0.0022921
20,-6,-10,0,1.533509438,0.124581721,0.000103044,0.02924558,-0.497149062,0.002486206
20,-4,-10,0,1.542634365,0.125214268,4.46E-05,0.019568668,-0.499405503,0.001661434
20,-2,-10,0,1.548175482,0.125594866,-1.89E-06,0.009797889,-0.500852073,0.000833484
20,0,-10,0,1.549968017,0.125715707,-3.29E-06,-7.23E-06,-0.501305245,-1.39E-06
20,2,-10,0,1.548174574,0.125594893,-4.55E-06,-0.009812381,-0.500853712,-0.000836262
20,4,-10,0,1.542625733,0.125209588,-5.04E-05,-0.019582805,-0.499406647,-0.001664853
20,6,-10,0,1.533499631,0.124575694,-0.000108814,-0.02926023,-0.497154844,-0.002490091
-10,-6,-8,0,-0.653998964,0.030889381,0.011978742,-0.00061098,0.180926734,-0.005950292
-10,-4,-8,0,-0.659047354,0.030859798,0.007990569,-0.000418259,0.183327672,-0.003982084
-10,-2,-8,0,-0.662087266,0.030842366,0.003979799,-0.000220117,0.184773691,-0.001991527
-10,0,-8,0,-0.663157868,0.030839373,1.38E-06,6.32E-07,0.185317834,-3.58E-07
-10,2,-8,0,-0.662087353,0.030842239,-0.003977114,0.00022128,0.184774013,0.001990834
-10,4,-8,0,-0.659047808,0.030859576,-0.007987717,0.000419571,0.18332857,0.003981354
-10,6,-8,0,-0.653999586,0.030889031,-0.011976106,0.000612196,0.18092776,0.005949615
-8,-6,-8,0,-0.511538693,0.022411066,0.011970099,0.001405618,0.144653531,-0.005061667
-8,-4,-8,0,-0.515665773,0.022310363,0.007987048,0.000932047,0.146793242,-0.003387228
-8,-2,-8,0,-0.518150848,0.022249967,0.003980279,0.000457634,0.148081313,-0.001693892
-8,0,-8,0,-0.519028794,0.022231844,1.01E-06,5.15E-07,0.148567964,-2.51E-07
-8,2,-8,0,-0.518151013,0.022249895,-0.003978265,-0.000456629,0.148081619,0.001693393
-8,4,-8,0,-0.515666133,0.022310222,-0.00798501,-0.000931006,0.146793837,0.003386726
-8,6,-8,0,-0.511539385,0.022410845,-0.011968072,-0.001404552,0.144654469,0.005061172
-6,-6,-8,0,-0.367681322,0.015981345,0.011826365,0.003411461,0.106696773,-0.0042082
-6,-4,-8,0,-0.370907013,0.01582881,0.007912931,0.002283169,0.10861072,-0.002820773
-6,-2,-8,0,-0.372831998,0.015735385,0.003945511,0.001135851,0.109735543,-0.001410518
-6,0,-8,0,-0.373515206,0.015705594,7.21E-07,4.06E-07,0.110161976,-1.70E-07
-6,2,-8,0,-0.372832243,0.015735329,-0.003944067,-0.001135041,0.10973576,0.001410178
-6,4,-8,0,-0.37090759,0.015828714,-0.007911504,-0.002282352,0.108611234,0.002820441
-6,6,-8,0,-0.367682406,0.015981221,-0.011824995,-0.003410627,0.106697699,0.004207884
-4,-6,-8,0,-0.222724184,0.011647128,0.011608048,0.005429785,0.067249714,-0.003406711
-4,-4,-8,0,-0.225007891,0.011456031,0.007765427,0.003633624,0.068876572,-0.002283363
-4,-2,-8,0,-0.226368957,0.011339647,0.003873716,0.001813508,0.069833564,-0.001141642
-4,0,-8,0,-0.226855965,0.011301703,1.80E-07,1.25E-08,0.070197398,-4.32E-08
-4,2,-8,0,-0.226369164,0.011339637,-0.003873329,-0.001813467,0.069833722,0.00114155
-4,4,-8,0,-0.225008776,0.01145599,-0.00776481,-0.003633319,0.068877542,0.002283231
-4,6,-8,0,-0.22272438,0.011647121,-0.011607729,-0.005429615,0.067249608,0.003406633
-2,-6,-8,0,-0.076872425,0.009434269,0.011277401,0.007445317,0.026362967,-0.002649475
-2,-4,-8,0,-0.07820882,0.009221428,0.007542205,0.004981825,0.027694719,-0.001775622
-2,-2,-8,0,-0.07900185,0.009092312,0.003764519,0.002490598,0.028477561,-0.000887732
-2,0,-8,0,-0.079243889,0.009049397,1.09E-07,6.36E-08,0.028699529,-2.33E-08
-2,2,-8,0,-0.079002192,0.00909234,-0.003764328,-0.002490556,0.028478148,0.000887692
-2,4,-8,0,-0.078209611,0.009221442,-0.00754216,-0.004981883,0.027695456,0.001775616
-2,6,-8,0,-0.076873645,0.009434273,-0.011277522,-0.007445511,0.026363837,0.002649503
0,-6,-8,0,0.069627502,0.009360418,0.010832329,0.009456035,-0.015847242,-0.001937568
0,-4,-8,0,0.069243768,0.009142919,0.007242432,0.00632689,-0.014819286,-0.001298383
0,-2,-8,0,0.069021099,0.009011306,0.003616748,0.003165955,-0.014214156,-0.000649054
0,0,-8,0,0.068969918,0.008967696,1.98E-09,-3.66E-08,-0.014044877,-1.55E-09
0,2,-8,0,0.069020414,0.009011324,-0.003616751,-0.003166021,-0.014213213,0.00064905
0,4,-8,0,0.069243469,0.009142936,-0.007242274,-0.006326742,-0.014818483,0.001298353
0,6,-8,0,0.069627517,0.009360426,-0.010832229,-0.009455883,-0.015846735,0.001937557
2,-6,-8,0,0.216529411,0.011431608,0.01027103,0.01145893,-0.059259366,-0.001271912
2,-4,-8,0,0.217102362,0.01122645,0.00686456,0.007666601,-0.058542823,-0.000852187
2,-2,-8,0,0.217453468,0.011102545,0.003429865,0.003838601,-0.058120914,-0.00042592
2,0,-8,0,0.217594351,0.011061739,-2.26E-07,-3.30E-07,-0.058006699,3.33E-08
2,2,-8,0,0.217453491,0.011102615,-0.003430324,-0.003839199,-0.058121135,0.000425989
2,4,-8,0,0.21710228,0.011226528,-0.006865003,-0.007667131,-0.058543052,0.00085226
2,6,-8,0,0.21652889,0.011431649,-0.010271146,-0.011459044,-0.059259133,0.001271952
4,-6,-8,0,0.363583401,0.015642197,0.009593555,0.01345233,-0.103745221,-0.000653664
4,-4,-8,0,0.365116231,0.01546625,0.006408915,0.009000104,-0.103347704,-0.000437867
4,-2,-8,0,0.366042179,0.015360162,0.003204112,0.004508381,-0.103112834,-0.000218751
4,0,-8,0,0.366374763,0.015325569,-1.56E-07,-3.11E-07,-0.10305417,1.95E-08
4,2,-8,0,0.366042362,0.015360155,-0.003204382,-0.004508981,-0.103112999,0.000218786
4,4,-8,0,0.365116362,0.015466235,-0.006409137,-0.009000693,-0.10334782,0.000437895
4,6,-8,0,0.363583503,0.015642165,-0.00959372,-0.013452898,-0.103745293,0.000653685
6,-6,-8,0,0.51054091,0.02197454,0.008800683,0.015434048,-0.149168247,-8.39E-05
6,-4,-8,0,0.513032779,0.021844551,0.005876969,0.010326152,-0.149093959,-5.63E-05
6,-2,-8,0,0.514534143,0.021766406,0.002939382,0.005173973,-0.14905068,-2.79E-05
6,0,-8,0,0.515058404,0.021741295,-2.59E-07,-4.70E-07,-0.149048323,2.28E-08
6,2,-8,0,0.514534983,0.021766212,-0.002939829,-0.00517504,-0.149051089,2.79E-05
6,4,-8,0,0.513032613,0.021844486,-0.005877381,-0.010327068,-0.149093998,5.64E-05
6,6,-8,0,0.510540645,0.021974463,-0.008800991,-0.015434902,-0.149168249,8.39E-05
8,-6,-8,0,0.657151989,0.030399543,0.007894287,0.017401357,-0.195385517,0.000436081
8,-4,-8,0,0.660596484,0.03033195,0.005272991,0.011644378,-0.195630824,0.000291097
8,-2,-8,0,0.662679361,0.030291285,0.002637424,0.005835117,-0.195792262,0.000146068
8,0,-8,0,0.663392302,0.030278991,-4.04E-07,-1.08E-06,-0.19584387,-6.86E-08
8,2,-8,0,0.662678685,0.030290972,-0.002638254,-0.005837288,-0.195791946,-0.000146202
8,4,-8,0,0.66059564,0.030331586,-0.005273803,-0.011646526,-0.19563039,-0.000291228
8,6,-8,0,0.657150862,0.030399196,-0.00789502,-0.017403451,-0.195385005,-0.000436228
10,-6,-8,0,0.803165492,0.040875678,0.006877568,0.019352483,-0.242248465,0.000905201
10,-4,-8,0,0.807559587,0.040886444,0.004594787,0.012951563,-0.242816188,0.000604452
10,-2,-8,0,0.810215804,0.040892273,0.002292177,0.006488042,-0.243174861,0.000303814
10,0,-8,0,0.811124087,0.040896695,-6.45E-07,-1.61E-06,-0.243292225,-1.54E-07
10,2,-8,0,0.810216145,0.040892331,-0.002293447,-0.006491263,-0.243175383,-0.000304128
10,4,-8,0,0.807560207,0.040886055,-0.004595987,-0.012954996,-0.242817474,-0.000604866
10,6,-8,0,0.803165753,0.040875173,-0.006878639,-0.01935581,-0.24224974,-0.000905626
12,-6,-8,0,0.948334032,0.053349721,0.005754573,0.021285242,-0.289602968,0.001322148
12,-4,-8,0,0.953674379,0.053454316,0.0038453,0.01424665,-0.290496321,0.000882886
12,-2,-8,0,0.956901399,0.053516205,0.001911215,0.007134696,-0.291053757,0.000443866
12,0,-8,0,0.958003609,0.053540318,-9.14E-07,-2.37E-06,-0.29123716,-3.00E-07
12,2,-8,0,0.956901772,0.053516201,-0.001913052,-0.007139457,-0.291054554,-0.000444466
12,4,-8,0,0.95367516,0.053453656,-0.003847036,-0.014251692,-0.290498522,-0.000883634
12,6,-8,0,0.948334698,0.05334899,-0.005756147,-0.021290125,-0.289605495,-0.001322914
14,-6,-8,0,1.092406038,0.067757102,0.004530714,0.02319865,-0.3372855,0.001685701
14,-4,-8,0,1.098692727,0.067970182,0.003027735,0.015528456,-0.338512117,0.001125745
14,-2,-8,0,1.102487238,0.06809789,0.001496634,0.007774361,-0.339268412,0.000565711
14,0,-8,0,1.10378375,0.068144739,-1.20E-06,-3.28E-06,-0.339520043,-5.35E-07
14,2,-8,0,1.102487578,0.068097831,-0.001499138,-0.007781038,-0.33926945,-0.000566783
14,4,-8,0,1.098693243,0.067970062,-0.003030129,-0.015535018,-0.338513794,-0.001126821
14,6,-8,0,1.092411969,0.067756663,-0.004532842,-0.02320435,-0.337294113,-0.001686901
16,-6,-8,0,1.235148479,0.08402349,0.003212131,0.0250883,-0.385143119,0.001994376
16,-4,-8,0,1.242368586,0.084359229,0.002147197,0.016794911,-0.386697222,0.001331716
16,-2,-8,0,1.246726427,0.084560916,0.001049569,0.008406267,-0.387653069,0.000669054
16,0,-8,0,1.248215999,0.084633084,-1.62E-06,-4.52E-06,-0.387973868,-8.88E-07
16,2,-8,0,1.246726182,0.084560761,-0.001052751,-0.00841522,-0.387653966,-0.00067082
16,4,-8,0,1.242364533,0.084356722,-0.002150526,-0.016802927,-0.386697949,-0.00133304
16,6,-8,0,1.235144541,0.084019924,-0.003215585,-0.025096833,-0.385146762,-0.00199601
18,-6,-8,0,1.376314164,0.102062745,0.001806168,0.026953142,-0.433001886,0.002246773
18,-4,-8,0,1.384435594,0.102531888,0.001186532,0.018034494,-0.43484488,0.00150186
18,-2,-8,0,1.389377316,0.102818438,0.000572129,0.009030067,-0.436041389,0.000753485
18,0,-8,0,1.390969543,0.102907119,-2.05E-06,-5.95E-06,-0.436408613,-1.38E-06
18,2,-8,0,1.389376533,0.102818224,-0.000576062,-0.009041873,-0.43604204,-0.00075625
18,4,-8,0,1.384429529,0.102528335,-0.001191038,-0.018045291,-0.434846107,-0.001504038
18,6,-8,0,1.376308447,0.102058288,-0.001810658,-0.02696441,-0.433007061,-0.002249323
20,-6,-8,0,1.51566551,0.12177882,0.000321702,0.028791879,-0.480690775,0.002441603
20,-4,-8,0,1.524697414,0.122395907,0.000189657,0.019264246,-0.482851454,0.001631603
20,-2,-8,0,1.530194953,0.122772039,6.98E-05,0.009643969,-0.484251176,0.000818016
20,0,-8,0,1.53196356,0.122885857,-3.16E-06,-7.08E-06,-0.484687263,-1.37E-06
20,2,-8,0,1.530187955,0.122767628,-7.53E-05,-0.009658358,-0.484252197,-0.000821413
20,4,-8,0,1.524688846,0.122391358,-0.000195122,-0.019278102,-0.482852845,-0.001634957
20,6,-8,0,1.51565766,0.121773253,-0.000327164,-0.028806359,-0.480697884,-0.002445426
-10,-6,-6,0,-0.674714878,0.031712366,0.011823241,-0.001111614,0.198852489,-0.00597272
-10,-4,-6,0,-0.679870354,0.031691567,0.007888303,-0.000752767,0.201350336,-0.003997568
-10,-2,-6,0,-0.682974514,0.031679333,0.00393124,-0.000386689,0.202854306,-0.001999948
-10,0,-6,0,-0.684061896,0.031677857,1.46E-06,5.77E-07,0.203410677,-3.72E-07
-10,2,-6,0,-0.682974705,0.031679202,-0.003928373,0.000387801,0.202854634,0.001999221
-10,4,-6,0,-0.679870696,0.031691291,-0.007885452,0.000753895,0.201350785,0.003996845
-10,6,-6,0,-0.674715659,0.03171196,-0.011820414,0.001112775,0.198853327,0.005972007
-8,-6,-6,0,-0.532305615,0.022961941,0.011839724,0.000902959,0.162736118,-0.005085706
-8,-4,-6,0,-0.536539502,0.022868153,0.007901608,0.000596226,0.164973275,-0.003403767
-8,-2,-6,0,-0.539088907,0.022811864,0.00394013,0.000290364,0.166320023,-0.001702808
-8,0,-6,0,-0.539983315,0.022794897,1.07E-06,4.65E-07,0.16681875,-2.60E-07
-8,2,-6,0,-0.539089059,0.02281179,-0.003938002,-0.000289441,0.16632032,0.001702293
-8,4,-6,0,-0.53653996,0.022867995,-0.007899468,-0.000595273,0.164973827,0.003403252
-8,6,-6,0,-0.532306488,0.022961693,-0.011837606,-0.000901978,0.162736995,0.005085201
-6,-6,-6,0,-0.388474201,0.016259363,0.011726358,0.002909374,0.124913326,-0.004235083
-6,-4,-6,0,-0.391801961,0.016111417,0.007844622,0.001946404,0.126918243,-0.002838429
-6,-2,-6,0,-0.3937911,0.016020987,0.003913954,0.000968128,0.128102194,-0.001419968
-6,0,-6,0,-0.394490584,0.015992,7.54E-07,3.68E-07,0.128540537,-1.73E-07
-6,2,-6,0,-0.393791375,0.01602093,-0.003912431,-0.000967382,0.128102397,0.00141962
-6,4,-6,0,-0.391802606,0.01611132,-0.007843123,-0.001945652,0.126918762,0.00283809
-6,6,-6,0,-0.388475624,0.016259232,-0.011724865,-0.002908522,0.124914388,0.004234746
-4,-6,-6,0,-0.243509391,0.011652054,0.011533973,0.004926893,0.085563056,-0.003435326
-4,-4,-6,0,-0.24589408,0.0114637,0.007714515,0.003296424,0.087280817,-0.002302197
-4,-2,-6,0,-0.247318879,0.011349232,0.003851147,0.001645865,0.088296694,-0.001151712
-4,0,-6,0,-0.247821736,0.011311726,4.52E-07,2.57E-07,0.088672272,-9.65E-08
-4,2,-6,0,-0.247319191,0.011349199,-0.003850218,-0.001645299,0.088296944,0.001151513
-4,4,-6,0,-0.245895012,0.011463666,-0.007713634,-0.00329585,0.087281421,0.002302017
-4,6,-6,0,-0.243509689,0.011652064,-0.01153355,-0.004926764,0.085563117,0.003435217
-2,-6,-6,0,-0.097620201,0.009167803,0.011229587,0.006942334,0.044741654,-0.002679904
-2,-4,-6,0,-0.099057176,0.008955942,0.007508828,0.004644439,0.046164803,-0.001795681
-2,-2,-6,0,-0.099914098,0.008827624,0.00375037,0.002322546,0.047007823,-0.000898316
-2,0,-6,0,-0.100180912,0.00878489,1.53E-07,7.47E-08,0.047256789,-2.95E-08
-2,2,-6,0,-0.099914089,0.008827624,-0.003750231,-0.002322558,0.047007927,0.000898286
-2,4,-6,0,-0.099058313,0.008955964,-0.007508701,-0.004644501,0.046165954,0.001795658
-2,6,-6,0,-0.097621728,0.009167835,-0.011229542,-0.006942442,0.044743155,0.002679903
0,-6,-6,0,0.048946203,0.008825745,0.010810664,0.008953312,0.002565636,-0.001969833
0,-4,-6,0,0.048462509,0.008607435,0.007226563,0.005989659,0.003685156,-0.001319683
0,-2,-6,0,0.048177347,0.008475496,0.003611461,0.002998066,0.004349634,-0.000660249
0,0,-6,0,0.048100513,0.008431699,1.80E-08,-3.95E-08,0.004547028,-5.61E-09
0,2,-6,0,0.048176702,0.008475495,-0.003611406,-0.002998039,0.004350136,0.000660238
0,4,-6,0,0.048461992,0.008607449,-0.007226535,-0.00598964,0.003685601,0.001319676
0,6,-6,0,0.048945828,0.008825743,-0.010810473,-0.008953097,0.002566327,0.001969805
2,-6,-6,0,0.195942171,0.010633277,0.010275457,0.010957117,-0.040843019,-0.001306059
2,-4,-6,0,0.196416458,0.010425574,0.00686624,0.007330035,-0.040035542,-0.00087478
2,-2,-6,0,0.196705103,0.010300271,0.003433348,0.003671034,-0.039554053,-0.000437734
2,0,-6,0,0.19682038,0.010258869,-2.41E-07,-3.19E-07,-0.039411561,3.53E-08
2,2,-6,0,0.196705145,0.01030032,-0.003433807,-0.003671613,-0.039554234,0.000437803
2,4,-6,0,0.196416472,0.010425642,-0.006866691,-0.007330547,-0.040035753,0.000874852
2,6,-6,0,0.195941936,0.010633313,-0.010275618,-0.010957288,-0.04084299,0.001306099
4,-6,-6,0,0.343119941,0.014586132,0.009624129,0.012952226,-0.085357994,-0.000689747
4,-4,-6,0,0.344554851,0.014405956,0.006428135,0.008664664,-0.08486971,-0.000461779
4,-2,-6,0,0.345418557,0.014297441,0.003216375,0.00434138,-0.084575169,-0.000231197
4,0,-6,0,0.345725463,0.014261866,-1.44E-07,-2.68E-07,-0.084488124,1.92E-08
4,2,-6,0,0.345418501,0.014297464,-0.003216619,-0.004341874,-0.08457521,0.000231232
4,4,-6,0,0.344554738,0.014405979,-0.006428329,-0.008665117,-0.084869726,0.000461807
4,6,-6,0,0.343120083,0.01458628,-0.009624483,-0.01295283,-0.085357938,0.000689789
6,-6,-6,0,0.490229895,0.020668303,0.008856923,0.014935792,-0.130841887,-0.000121998
6,-4,-6,0,0.49261988,0.02053255,0.005917849,0.009993918,-0.130669093,-8.24E-05
6,-2,-6,0,0.494065845,0.020450645,0.002961197,0.005007928,-0.130576221,-4.11E-05
6,0,-6,0,0.494562642,0.020424178,-2.30E-07,-4.04E-07,-0.130543787,2.36E-08
6,2,-6,0,0.494065114,0.020450583,-0.002961707,-0.005009022,-0.130576432,4.11E-05
6,4,-6,0,0.492618811,0.020532308,-0.005918309,-0.009994979,-0.130669056,8.24E-05
6,6,-6,0,0.490228825,0.020668009,-0.008857308,-0.014936803,-0.130841825,0.000121963
8,-6,-6,0,0.63701987,0.028851473,0.007975946,0.016905893,-0.177151746,0.000396062
8,-4,-6,0,0.640363509,0.02877655,0.005330822,0.01131401,-0.17729904,0.000263787
8,-2,-6,0,0.642385438,0.028730881,0.002661786,0.005667463,-0.177401215,0.000133112
8,0,-6,0,0.643078994,0.028717343,-4.28E-07,-1.02E-06,-0.177433557,-6.54E-08
8,2,-6,0,0.642385802,0.028730976,-0.002662632,-0.005669513,-0.177401596,-0.000133253
8,4,-6,0,0.640363857,0.028776264,-0.005331619,-0.011316205,-0.177299602,-0.000263967
8,6,-6,0,0.637019811,0.028851038,-0.007976685,-0.016908062,-0.177152086,-0.000396236
10,-6,-6,0,0.783241529,0.03909538,0.006984154,0.018860497,-0.22413992,0.000863227
10,-4,-6,0,0.787535996,0.039097315,0.004669268,0.012623591,-0.224610422,0.000575884
10,-2,-6,0,0.790131984,0.039097527,0.002325001,0.006321508,-0.224910107,0.000290136
10,0,-6,0,0.791020663,0.039100146,-6.34E-07,-1.60E-06,-0.225008064,-1.44E-07
10,2,-6,0,0.790132457,0.039097538,-0.002326253,-0.006324706,-0.22491075,-0.000290429
10,4,-6,0,0.787536996,0.039096893,-0.004670419,-0.012626966,-0.224611938,-0.000576268
10,6,-6,0,0.783242445,0.039094932,-0.006985214,-0.018863773,-0.224141633,-0.000863628
12,-6,-6,0,0.928645419,0.051348499,0.005885429,0.020797139,-0.271651411,0.0012782
12,-4,-6,0,0.933887728,0.051442291,0.003936024,0.013921621,-0.272449147,0.000853158
12,-2,-6,0,0.937055282,0.051498314,0.0019523,0.006969514,-0.2729476,0.000429477
12,0,-6,0,0.93813817,0.051520337,-8.77E-07,-2.35E-06,-0.273111741,-2.99E-07
12,2,-6,0,0.937055788,0.051498273,-0.001954055,-0.006974212,-0.272948483,-0.000430072
12,4,-6,0,0.933888541,0.051442167,-0.003937633,-0.013926225,-0.272450844,-0.000853772
12,6,-6,0,0.928646467,0.051347762,-0.005886948,-0.020801954,-0.271654247,-0.001278945
14,-6,-6,0,1.072985312,0.065547664,0.004685101,0.022713944,-0.31952775,0.001639714
14,-4,-6,0,1.079169701,0.06574868,0.003134099,0.015206023,-0.320654118,0.001094623
14,-2,-6,0,1.082905736,0.065869136,0.00154572,0.007610687,-0.321352638,0.000550619
14,0,-6,0,1.084183216,0.065913622,-1.13E-06,-3.24E-06,-0.321585279,-5.32E-07
14,2,-6,0,1.082906057,0.065869034,-0.001548071,-0.007617276,-0.32135363,-0.000551688
14,4,-6,0,1.079170085,0.065748441,-0.003136269,-0.015212419,-0.320655991,-0.001095691
14,6,-6,0,1.07298611,0.065546698,-0.004687146,-0.022720639,-0.319531569,-0.001640977
16,-6,-6,0,1.216010862,0.08161798,0.003389225,0.024609628,-0.367600594,0.001946546
16,-4,-6,0,1.223111888,0.081938322,0.002247634,0.016465893,-0.369022608,0.001301473
16,-2,-6,0,1.227436273,0.082134666,0.001106409,0.00824434,-0.369959651,0.000653273
16,0,-6,0,1.228906928,0.082204237,-1.53E-06,-4.47E-06,-0.37026133,-8.81E-07
16,2,-6,0,1.227436095,0.08213448,-0.001109403,-0.008253169,-0.369960519,-0.000655021
16,4,-6,0,1.223119045,0.081939016,-0.002272659,-0.016487239,-0.369040169,-0.001301485
16,6,-6,0,1.216010858,0.081616745,-0.003391962,-0.024618683,-0.367605335,-0.001948553
18,-6,-6,0,1.357491149,0.099475882,0.00200508,0.026480103,-0.415710552,0.002197041
18,-4,-6,0,1.365513951,0.099930471,0.001318215,0.017717081,-0.417453168,0.001468655
18,-2,-6,0,1.370403498,0.100208861,0.000636474,0.00886972,-0.418599595,0.000736978
18,0,-6,0,1.37197689,0.100295021,-1.92E-06,-5.87E-06,-0.418949415,-1.36E-06
18,2,-6,0,1.370402431,0.100208612,-0.000640133,-0.008881424,-0.418599996,-0.000739722
18,4,-6,0,1.365508248,0.099927098,-0.001322496,-0.017727664,-0.417454636,-0.001470799
18,6,-6,0,1.357485736,0.099471625,-0.002009394,-0.026491193,-0.415716062,-0.002199539
20,-6,-6,0,1.497182257,0.119025706,0.000541342,0.028324947,-0.463680957,0.002389993
20,-4,-6,0,1.506117237,0.11962724,0.000335342,0.01895114,-0.465742379,0.001597175
20,-2,-6,0,1.511564027,0.119994745,0.00014139,0.009485778,-0.46709396,0.000800801
20,0,-6,0,1.513313936,0.120105909,-3.04E-06,-6.95E-06,-0.467512732,-1.35E-06
20,2,-6,0,1.511556853,0.11999038,-0.000146489,-0.009499911,-0.467094857,-0.000804199
20,4,-6,0,1.506109374,0.119622891,-0.000340527,-0.018964651,-0.465744673,-0.001600438
20,6,-6,0,1.49717482,0.119020415,-0.000546605,-0.028339266,-0.463688247,-0.002393742
-10,-6,-4,0,-0.695567129,0.032740668,0.01165616,-0.001619326,0.216953242,-0.006001662
-10,-4,-4,0,-0.700829789,0.032729847,0.00777836,-0.001091942,0.219548408,-0.004017442
-10,-2,-4,0,-0.703998963,0.032723495,0.003878868,-0.000555607,0.221111141,-0.002010583
-10,0,-4,0,-0.705102828,0.032723766,1.56E-06,5.40E-07,0.221679735,-3.91E-07
-10,2,-4,0,-0.703999053,0.032723335,-0.003875775,0.000556706,0.221111358,0.002009812
-10,4,-4,0,-0.700830492,0.032729498,-0.007775318,0.001093046,0.219548829,0.004016683
-10,6,-4,0,-0.695568168,0.032740252,-0.011653212,0.001620456,0.216953924,0.006000946
-8,-6,-4,0,-0.553217445,0.023714809,0.011672565,0.00038339,0.180978296,-0.005110058
-8,-4,-4,0,-0.557581179,0.023631688,0.007808588,0.00025551,0.183350369,-0.003424799
-8,-2,-4,0,-0.560195373,0.023580203,0.00389622,0.000120662,0.184756373,-0.001713988
