controller,heading_RMSE_deg,pitch_RMSE_deg,roll_RMSE_deg,mean_abs_heading_err_deg,mean_abs_pitch_err_deg,mean_abs_roll_err_deg,max_abs_heading_err_deg,max_abs_pitch_err_deg,max_abs_roll_err_deg,p_deg_s_RMS,p_deg_s_max_abs,q_deg_s_RMS,q_deg_s_max_abs,r_deg_s_RMS,r_deg_s_max_abs,deltaS_RMS_deg,deltaS_max_abs_deg,deltaS_step_RMS_deg,deltaD_RMS_deg,deltaD_max_abs_deg,deltaD_step_RMS_deg,alpha_max_abs_deg,alpha_RMS_deg,beta_max_abs_deg,beta_RMS_deg,mean_V_m_s,min_V_m_s,max_V_m_s
MPC,25.52728961685867,6.840123897777648,27.150084437306912,12.790202852893197,3.9168335262156,16.146529289545377,89.72806373924152,24.809092441516416,68.26550709573628,26.12096699877095,74.59437765993323,17.0476700925462,164.16202922177698,14.756269096808436,70.15259350423682,12.383814683275764,20.0,0.272855606471272,2.868636258640159,10.0,0.3362811517333445,14.030284236182126,7.413168456746985,16.568253191009127,4.6828118782602335,19.619147899572063,16.3776384295752,22.408672643782506
PID/GainSchedule,39.92008500725715,2.9548972564184286,20.844177279199794,29.605949506536913,1.9507265243172658,17.318081006564668,92.22009785543298,11.455953460678355,52.79463709243821,16.394191616795645,68.8914548035054,7.958765949473154,91.85425225611475,26.14171960023871,95.01295075479356,4.449995089857384,20.0,0.12650006755762155,3.955945326068408,10.0,0.12899603721129294,11.46355078491196,3.9146550993400826,20.0,5.751922916971579,24.803722560550675,20.67351447873316,27.044151245829774
