t,x,y,z,vx,vy,vz,V,alpha_deg,beta_deg,qbar,yaw_deg,pitch_deg,roll_deg,p,q,r,deltaS_deg,deltaD_deg,throttle,CL,CD,CY,Cl,Cm,Cn,T_N,Ftx_b,Fty_b,Ftz_b,Lthr_b,Mthr_b,Nthr_b,Ftotx_b,Ftoty_b,Ftotz_b,Ltot_b,Mtot_b,Ntot_b
0.0,0.0,0.0,0.0,20.0,0.0,-3.0,20.223748416156685,-8.403028502326988,-1.4760480746834115,250.51250000000002,0.0,0.0,10.0,0.0,0.0,0.0,9.244384137543923,-4.883994186183796,1.0,-0.7326375842094421,0.046476934229135514,0.008703070692718029,0.010319589637219906,0.3167877793312073,-0.003117522457614541,4.0,4.0,0.0,0.0,0.0,0.0,0.0,11.258013994334432,-1.2282821340828212,87.32661376645959,2.4636824476413315,7.421136007061525,-0.7442723624639941
0.006,0.12004894229764466,-7.238423609310866e-05,-0.01744442530969668,20.016029880386373,-0.023902590529448722,-2.8160263705992095,20.213164720702807,-7.814069773261161,-1.4492663580471201,250.25036716608707,0.006706591395893389,0.06213700238780621,10.003166951039166,0.018369513418896383,0.35858725779939354,-0.024114217745111317,9.172384137543922,-4.832980511402176,1.0,-0.6905505061149597,0.04346510035276413,0.008545179851353168,0.010100019266578263,0.2949174184442892,-0.0029365479661383194,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.028987181748516,-1.1732583715853282,82.28453922209783,2.4087394539430127,6.901567142213238,-0.7003332130107744
0.012,0.24018898738980585,-0.0002837860769909179,-0.03380869290381662,20.030377073444523,-0.04630213836827136,-2.640162655095362,20.203678091816588,-7.129527752166285,-1.4149686234362668,250.01552266812163,0.026188282284490546,0.24258377328404368,10.012631654188704,0.036371548983519644,0.6905115299113105,-0.04639148521178845,9.100384137543921,-4.760980511402176,1.0,-0.6411039233207703,0.04023776960849762,0.008333527483046055,0.009867997450115722,0.27177923711831237,-0.0027284971365115107,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.69363547909889,-1.1099409978251416,76.38084409815636,2.35119637078999,6.354125950720457,-0.6501048057122788
0.018000000000000002,0.3604102344447878,-0.0006245301596258223,-0.04914519547510571,20.043109782947734,-0.06698411472034985,-2.4736267243080343,20.195285732421095,-6.36234223268477,-1.3736101337923323,249.80785906115526,0.057569216037462914,0.5319658824996798,10.02837673627504,0.05398417314722169,0.9945238163955107,-0.06639449485274551,9.02838413754392,-4.688980511402176,1.0,-0.5851913094520569,0.03696965438604355,0.008094855584204197,0.009664872179930393,0.24760223339302026,-0.002506044640625473,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.319160786031596,-1.0439210615749126,69.71608143179675,2.30088605908183,5.784065807832399,-0.5966062530061741
0.024,0.48070323832858797,-0.0010837519389329396,-0.06351313811973842,20.054310632593747,-0.08576679691453853,-2.3174699808883927,20.18795180310114,-5.525360588533004,-1.3257848418666145,249.62645627765494,0.10006262296831463,0.9205075229555927,10.050443461297137,0.07125517678488127,1.2696592058542109,-0.08382318226163225,8.95638413754392,-4.616980511402176,1.0,-0.5237560868263245,0.03380560701072216,0.007829055190086365,0.009479085755511244,0.22265352148756135,-0.002273112757225424,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.97236894760732,-0.9773548610019135,62.396982635828294,2.2550177483629565,5.197479082864939,-0.5407599154373435
0.03,0.6010590802462754,-0.0016495800092866256,-0.07697752727020553,20.064071452507395,-0.10249614003634401,-2.1725750159699984,20.18161417999219,-4.631226459748728,-1.2721841703553467,249.46974993241295,0.15294902057206528,1.3981391015537339,10.07892438339254,0.08820968554493845,1.515259152977455,-0.09844550144726506,8.884384137543918,-4.5449805114021755,1.0,-0.45773959159851074,0.030859677245020867,0.007536174729466438,0.00929934207152178,0.19720651692381957,-0.0020327065122345274,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.715778027588808,-0.9120126922418477,54.531124758542475,2.2108690276859355,4.600570864618129,-0.4832651423843575
0.036,0.7214694050062989,-0.002309298190972275,-0.08960816924974914,20.0724872762495,-0.11704429733075883,-2.039660345484729,20.176190402245876,-3.6922867602485914,-1.2135782556177488,249.33567872795314,0.21556747228520007,1.9546038232844045,10.113942426120287,0.10485160112410796,1.7309571501585466,-0.11009109318446723,8.812384137543917,-4.4729805114021755,1.0,-0.38804835081100464,0.028218126048445702,0.007216635160148144,0.009115590488443273,0.171506792372348,-0.0017874338239380152,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.6045928164213286,-0.8491966390660257,46.22361847551968,2.1660183701943,3.9988795533819492,-0.42472448746626007
0.041999999999999996,0.8419264218921381,-0.0030494971748202004,-0.10147870788294214,20.079650205899345,-0.1293078069582311,-1.9192877199319613,20.17158244293431,-2.7205179588222443,-1.1507974509796486,249.2218021794086,0.2873059911046285,2.579553316226884,10.155632406966301,0.1211666639999266,1.9166329548313277,-0.11864985472598098,8.740384137543916,-4.400980511402175,1.0,-0.3155537247657776,0.025948355098366738,0.006871750112622976,0.008919628381361979,0.14575418584043492,-0.001540130916225015,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.6841316613408157,-0.7897512480889272,37.577339164289405,2.1184864645548727,3.3968755685887397,-0.36579399501473236
0.047999999999999994,0.9624228686718633,-0.0038562168078478697,-0.11266570057134902,20.085643337605944,-0.13920638952378525,-1.8118671115108986,20.167679815342495,-1.7274641709232823,-1.0847129468551282,249.12537684468106,0.36758804417434776,3.2626259384307232,10.204124924322384,0.13712613320223785,2.072359971820972,-0.12407484994719852,8.668384137543915,-4.328980511402175,1.0,-0.2411106824874878,0.024106988807320595,0.00650430703535676,0.008705161973954934,0.12010779164719439,-0.0012942662557967838,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.987997751772372,-0.7341406470364563,28.6950735155187,2.0667489496645013,2.7980902679668764,-0.3072801439832299
0.05399999999999999,1.0829519410557973,-0.004715083855016282,-0.12324771325295317,20.090535449375345,-0.14668262737035256,-1.7176581375173368,20.16436162920015,-0.7241811089002096,-1.0162157413484147,249.04340644681014,0.4558543375789135,3.993510006550319,10.2595320682818,0.1526903207175366,2.198370586968543,-0.1263867754270997,8.596384137543915,-4.256980511402175,1.0,-0.16557276248931885,0.02274296072602272,0.006118944846093655,0.008467496244627974,0.09470907621486252,-0.0010539731643280747,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.537130211538372,-0.6825541374473464,19.680921459802857,2.00966172572235,2.205663310001499,-0.25014826899184134
0.05999999999999999,1.2035071945968652,-0.005611449577602535,-0.13330441845810928,20.09437726240893,-0.15170212676969022,-1.6367701862963568,20.161498648216412,0.2788168529022151,-0.9461941203329604,248.97269199199476,0.5515414469609472,4.762000855765759,10.321934290698893,0.1678114282071977,2.2950532642518024,-0.12567657562585224,8.524384137543914,-4.184980511402175,1.0,-0.08978927135467529,0.0218944532173872,0.005722064524888992,0.008203195311994024,0.06970935678477719,-0.0008236294836968451,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.3398935370103664,-0.634998443104502,10.63942974041648,1.94638015363439,1.622988195077935,-0.19542337102126123
0.06599999999999999,1.3240824306405339,-0.006530528144688324,-0.14291569835516582,20.097199932551376,-0.15425354141479733,-1.569164409203949,20.158956228611995,1.2716082299499325,-0.8755108502279992,248.9099036890953,0.6540604297368279,5.558062116907795,10.39136803349812,0.1824360409220889,2.362977734604481,-0.12210329017019651,8.452384137543913,-4.112980511402175,1.0,-0.014586865901947021,0.021582631518244744,0.0053212265484035015,0.007909984811854204,0.04528834281140011,-0.000607269240637453,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.3930779984974762,-0.5913527208781543,1.6728568446860568,1.8763365004888972,1.0541469983454226,-0.14405102777499879
0.072,1.4446715803494101,-0.007457533536896547,-0.1521607712332701,20.099015893665072,-0.1543479983291495,-1.5146597390108905,20.15659835694927,2.244915693633963,-0.804981917383372,248.8516801105642,0.762778705056953,6.371898115291529,10.467814293956504,0.19650769223065467,2.4029333226161227,-0.11588646503281526,8.380384137543912,-4.040980511402175,1.0,0.05925595760345459,0.021805944045186043,0.0049242000095546246,0.007587025129047129,0.021656356369130284,-0.0004080327853031564,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.6835078994986246,-0.5513857583330181,-7.122325880710535,1.799305884735439,0.5039628659354275,-0.09676728088722807
