case,pitch_err_rms_deg,pitch_err_mean_abs_deg,pitch_err_final_mean_deg,pitch_settling_time_s,heading_err_rms_deg,heading_err_mean_abs_deg,heading_err_final_mean_deg,heading_settling_time_s,roll_err_rms_deg,roll_err_mean_abs_deg,roll_settling_time_s,max_abs_p_deg_s,max_abs_q_deg_s,max_abs_r_deg_s,r_rms_deg_s,q_rms_deg_s,p_rms_deg_s,deltaS_rms_deg,deltaD_rms_deg,deltaS_mean_abs_deg,deltaD_mean_abs_deg,deltaS_max_abs_deg,deltaD_max_abs_deg,deltaS_total_variation_deg,deltaD_total_variation_deg,deltaS_max_rate_deg_s,deltaD_max_rate_deg_s,deltaS_sat_frac,deltaD_sat_frac,ctrl_q_cmd_saturated_mean,ctrl_phi_cmd_saturated_mean,ctrl_deltaS_saturated_mean,ctrl_deltaD_saturated_mean,ctrl_K_PSI_mean,ctrl_K_PSI_min,ctrl_K_PSI_max,ctrl_K_PHI_mean,ctrl_K_PHI_min,ctrl_K_PHI_max,ctrl_K_P_mean,ctrl_K_P_min,ctrl_K_P_max,ctrl_K_R_mean,ctrl_K_R_min,ctrl_K_R_max,ctrl_K_THETA_mean,ctrl_K_THETA_min,ctrl_K_THETA_max,ctrl_K_Q_mean,ctrl_K_Q_min,ctrl_K_Q_max,ctrl_K_QD_mean,ctrl_K_QD_min,ctrl_K_QD_max,ctrl_vel_scale_mean,ctrl_vel_scale_min,ctrl_vel_scale_max,ctrl_aero_scale_mean,ctrl_aero_scale_min,ctrl_aero_scale_max,ctrl_roll_damp_scale_mean,ctrl_roll_damp_scale_min,ctrl_roll_damp_scale_max,ctrl_pitch_damp_scale_mean,ctrl_pitch_damp_scale_min,ctrl_pitch_damp_scale_max,ctrl_yaw_accel_damp_scale_mean,ctrl_yaw_accel_damp_scale_min,ctrl_yaw_accel_damp_scale_max,ctrl_roll_accel_damp_scale_mean,ctrl_roll_accel_damp_scale_min,ctrl_roll_accel_damp_scale_max,ctrl_pitch_accel_damp_scale_mean,ctrl_pitch_accel_damp_scale_min,ctrl_pitch_accel_damp_scale_max
sim_out_20cross_derivSched,4.032683996160253,3.269203077822825,2.9418650167981517,,43.16093012219043,40.592837323037195,50.10512110453223,,3.3164325053140398,1.4151562821408243,12.294000000000244,96.31427888930006,30.556178176754266,173.97734219069753,31.181795315093197,3.758035001756138,14.821214832450435,1.5070906760182827,2.1137153026350455,0.7179654064580123,1.04096761982131,8.497987436617757,10.0,121.6150702013003,398.78972113008433,120.00000000000003,120.00000000001333,0.0,0.0071979434447300775,0.0,0.11139674378748929,0.0,0.03461868037703513,0.7904407329837828,0.52,0.8800000000000001,0.6755736252930044,0.52,0.7309038105503733,0.14958243835171528,0.1124999999999999,0.8437499999999999,0.05992584824139632,0.03,0.24,3.5372032145934873,1.95,3.78,0.8796543822258293,0.65,0.9562267698623004,0.0,0.0,0.0,0.7312780119574467,0.6553403093759905,0.7596234631512445,0.9999409421429076,0.6,1.05,1.1795214338376547,1.0,3.0,1.0170926686681019,1.0,2.54659232691374,1.2863933396528182,1.0,3.0,1.0768956133455896,1.0,2.5,1.0025516236943572,1.0,1.433915899634971
sim_out_20cross_Sched,4.091929854314267,3.3094325163691654,2.9423315558641754,,43.67620355036908,41.245452815961464,50.10583429393045,,2.3925677068290385,1.2000141437754888,12.252000000000242,81.06791703701457,24.768049129724027,188.52456446946246,33.2182628422452,3.618145236892535,12.843750896667304,1.8264436163489393,2.2944807968185867,0.7845658019632145,1.1285275605706906,9.052056089327955,10.0,130.85129443030485,233.4454095949148,120.00000000000003,120.000000000002,0.0,0.014395886889460155,0.0,0.09511568123393316,0.0,0.015081405312767781,0.798843617735358,0.52,0.8800000000000001,0.6752621043093896,0.52,0.7106281774111342,0.13137770599991552,0.1124999999999999,0.3374999999999999,0.041413368170543086,0.03,0.09,3.5371458805371594,1.95,3.78,0.8774039454897024,0.65,0.9334367345964524,0.0,0.0,0.0,0.7277827090420986,0.6553403093759905,0.7431673665103353,0.9983337331365584,0.6,1.05,1.1678018311103608,1.0,3.0,1.0156999130923425,1.0,2.0808649111497486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
