t,x,y,z,vx,vy,vz,V,alpha_deg,beta_deg,qbar,yaw_deg,pitch_deg,roll_deg,p,q,r,deltaS_deg,deltaD_deg,throttle,CL,CD,CY,Cl,Cm,Cn,T_N,Ftx_b,Fty_b,Ftz_b,Lthr_b,Mthr_b,Nthr_b,Ftotx_b,Ftoty_b,Ftotz_b,Ltot_b,Mtot_b,Ntot_b
0.0,0.0,0.0,0.0,15.0,0.0,-2.0,15.132745950421556,-7.480580285569276,-1.315052975426592,140.26250000000002,0.0,0.0,10.0,0.0,0.0,0.0,9.422534048879657,-4.946656098729608,1.0,-0.6695683598518372,0.04219672841310501,0.008412000723183155,0.010833075270056725,0.3023632764816284,-0.00279240682721138,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0145032931735045,-0.6321624912714486,44.73705474820665,1.4480589317232138,3.9659130520681734,-0.3732614743594546
0.006,0.09003079120737106,-3.712060345580234e-05,-0.01162915950365885,15.010136166602752,-0.012264328110046796,-1.876976338181043,15.127041294575468,-6.97898555054326,-1.2785131477387137,140.15676922577228,0.003738528608227843,0.03330179548279096,10.001862664204602,0.010815828109539646,0.19269925662380225,-0.012113335265940543,-2.233706594741888,-4.8351920556645025,1.0,-0.5066871643066406,0.030809739728569985,0.008251377381384373,0.011776129326895726,0.17168230902666856,-0.0025022274133135016,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0552967105233355,-0.5974174918838328,33.838305090775755,1.5729305411417724,2.2501537506539444,-0.334221016942627
0.012,0.18011833160873705,-0.0001391531569798411,-0.02256851328023462,15.01894315864162,-0.021637772849134523,-1.77006377455082,15.122904732943967,-6.487564955985297,-1.2381391313941972,140.08012663154068,0.012581025841606683,0.1181264135515332,10.007612420321632,0.022544665353552006,0.3007277232080764,-0.02283065891352725,-8.930836825812646,-4.710269896630249,1.0,-0.3983196020126343,0.026782224078774453,0.007715210318565369,0.011899057720654893,0.09219243245644429,-0.0022168290726579404,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.2155994770073555,-0.5415401063598833,26.618871935602268,1.5884809012269978,1.2076591323624728,-0.29593861344914013
0.018000000000000002,0.27025519713479496,-0.0002915596516711562,-0.03289830907700701,15.026595100644583,-0.029059020409360984,-1.6737739203769815,15.119554354607056,-6.00877876991179,-1.1942992076648393,140.0180658776743,0.022956086196148653,0.23138201884877355,10.017431901764098,0.03436938756845712,0.35738085754085175,-0.032155046267269824,-12.627020995576968,-4.581351938693937,1.0,-0.32571500539779663,0.025190040593147278,0.0072074332274496555,0.011597584504732814,0.046452696409275095,-0.001978070696010287,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.592726228592404,-0.49340066748046907,21.787802593483974,1.5475493976989119,0.6082296298580234,-0.2639482482725061
0.024,0.36043538852578294,-0.000484533491483811,-0.04267169058384905,15.033396525134044,-0.03516367879446001,-1.5845752192506304,15.116716779502156,-5.5429343744892785,-1.1474166548991598,139.96551479240526,0.032901395681860866,0.3593181086058063,10.03128213250683,0.04587676322419568,0.38454053500073443,-0.04029969863207289,-14.603222233066818,-4.453337895460925,1.0,-0.27261024713516235,0.024286363397836686,0.006774874869734049,0.011140579211759646,0.018984867035071053,-0.0017771682490221518,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.1345208337142925,-0.4546390085605841,18.2527922957881,1.4860099499499102,0.24848557141229716,-0.23705138221128907
0.03,0.45065449585913764,-0.0007112314710099755,-0.05192546173865151,15.039575560901357,-0.04030368525620081,-1.500553658219567,15.114301794006323,-5.090746400943346,-1.097835343080366,139.92079771618543,0.041390595991133254,0.4938975028908434,10.04902048222058,0.05691835125934758,0.3940457005993146,-0.04744669855261699,-15.548154928643795,-4.328243953504024,1.0,-0.23088586330413818,0.02358105791091919,0.0064013865776360035,0.010632664178432612,0.0018617873360824329,-0.0016027354503561403,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.791507917387435,-0.42286269584021136,15.472464198352691,1.4178075035709543,0.024360428023024346,-0.21371598967297434
0.036,0.5409092588812676,-0.0009664865046964976,-0.06068734130328489,15.045288591019634,-0.04468581343135672,-1.4205948082295876,15.112272999722991,-4.652830782867266,-1.0458314193034866,139.88323707112087,0.04789359563417134,0.6302273242204705,10.070467226323885,0.0674471943880164,0.39259399753658697,-0.05373081396920272,-15.849116231038977,-4.20687027988055,1.0,-0.19636237621307373,0.02294159134209156,0.006069069262593985,0.010112123377416564,-0.008990549985286204,-0.0014473490096618006,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.5300786925632397,-0.3959909036298587,13.169312105358035,1.3480342737658921,-0.11760465282916942,-0.1929442510049445
0.041999999999999996,0.6311972088703053,-0.001246144808624378,-0.06897959054410069,15.050643689520792,-0.04844108653587553,-1.3439938464306245,15.110610228148307,-4.229542328776205,-0.9916348839197341,139.85245664854992,0.052158111249958665,0.7652408484697005,10.095431783904608,0.07745293090427406,0.38424171500171433,-0.05925471623813287,-15.739559562430376,-4.089563036914139,1.0,-0.16669052839279175,0.02233806823670864,0.00576526764780283,0.00959350412812128,-0.01583855971120116,-0.0013065749473881384,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.32801810701043,-0.37259043151787496,11.187734410658264,1.278616389537035,-0.20713732156560816,-0.17413951352686
0.047999999999999994,0.7215164299485859,-0.0015467098003665168,-0.07682093086900332,15.055717386319051,-0.051657570828872616,-1.2702756085040778,15.109298284265028,-3.8209853472769306,-0.9354436983950719,139.82817296877266,0.05409629634566134,0.8970008888677112,10.123722893076375,0.08693886514813107,0.37157641070654407,-0.06410077989598166,-15.368151106315285,-3.9764191731947296,1.0,-0.14044645428657532,0.02177000616967678,0.005481522995978594,0.009082448568347803,-0.02004696437845969,-0.001177685731672125,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.1703700342124668,-0.35169609915841293,9.433535590452301,1.210293026493357,-0.26212948373057726,-0.1569339829141235
0.05399999999999999,0.8118654020789673,-0.0018651345044573523,-0.08422765027635086,15.060565279003296,-0.054397079644670505,-1.1991041440757684,15.108323411740074,-3.4270671392305947,-0.8774322294133594,139.8101297421616,0.05372068281563138,1.0243007971029736,10.155152698366138,0.09591346895177799,0.35630158274194607,-0.06833786213953309,-14.832691548842332,-3.8673933105611944,1.0,-0.11671870946884155,0.021243805189728737,0.005212225019931793,0.008581119549640939,-0.022488101736999312,-0.0010588957528594638,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0468262647577173,-0.3326525576614981,7.846434043962045,1.143340248002589,-0.2940112892562314,-0.14108626801894236
0.05999999999999999,0.9022428960007014,-0.0021986920431762836,-0.09121428834045145,15.06522880570491,-0.05670450620774883,-1.1302326257696065,15.107672228295774,-3.0475522712184953,-0.8177565127724191,139.7980780965419,0.051105277950659826,1.146418611175338,10.189538350512892,0.10438707882980884,0.33955583148666196,-0.07202515132212704,-14.198498920443335,-3.7624473146895983,1.0,-0.09490451216697693,0.020765632514953614,0.004953718278557062,0.008090446320837668,-0.023742273680631292,-0.0009489861642490967,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.950139599414947,-0.3150132098974057,6.386543829209977,1.0778704908063164,-0.31038167902869446,-0.126431119132828
0.06599999999999999,0.9926479017107742,-0.00254489107185608,-0.09779408064556085,15.069739682071082,-0.05861347065177436,-1.0634732634606008,15.107331498528298,-2.682107070964622,-0.7565577482377619,139.7917723164355,0.04636073315808999,1.2629574050648702,10.226702556346181,0.11237079587222912,0.3221023083870259,-0.07521453553254664,-13.5093662333207,-3.6614869427341494,1.0,-0.07459628582000732,0.020339517046809197,0.004703585524111986,0.007610777260544429,-0.024204272068435412,-0.0008470510113510334,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.8751069897464285,-0.298466156432617,5.026867555278891,1.0139196119851461,-0.3164070906220179,-0.11284545629958813
0.072,1.0830795790420684,-0.0029014188784282856,-0.10397925606958407,15.074122850351454,-0.06014989920719823,-0.998678318570647,15.107288178288172,-2.3303340918992643,-0.6939647192645029,139.79097061238042,0.03961804116784291,1.3737381267516184,10.266473674468614,0.11987594636239426,0.3044488122318311,-0.07795209404526718,-12.79464165589683,-3.5644032097098077,1.0,-0.055511921644210815,0.019967308391928673,0.004460247699171305,0.007142220532890075,-0.024147182193718544,-0.000752386654262752,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.8178938666574638,-0.2827905175215765,3.7486897894374973,0.9514922974112188,-0.31565898060392805,-0.10023354822345758
0.078,1.173537222982132,-0.003266102215636398,-0.10978124021303734,15.0783984546728,-0.06133435590538033,-0.9357278048009436,15.10752952622536,-1.9917984230513754,-0.630095556445227,139.79543713628476,0.031017681490458283,1.4787261830682596,10.308685587179282,0.12691388440922405,0.2869266934727469,-0.08027912434515583,-12.073502289238792,-3.4710963616853765,1.0,-0.03745746612548828,0.019648760681152344,0.004222702234983444,0.006684846344206665,-0.023757454045127503,-0.0006644243825730305,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.77563271054834,-0.2678285454736417,2.53911741928407,0.8905889990840342,-0.31057426400644933,-0.08851797264653015
0.084,1.2640202390314401,-0.0036368800401860683,-0.11521079619048481,15.082583211018608,-0.06218367827399482,-0.8745209202069374,15.108043220980793,-1.6660453592021718,-0.5650590864953285,139.80494410480202,0.020702433980862123,1.5779809229577137,10.353177499063007,0.13349598905364735,0.2697468643840651,-0.08223294810320156,-11.358281881570319,-3.381446306518387,1.0,-0.020295768976211548,0.01938232419371605,0.003990308381617069,0.006238668570307686,-0.023162392914890695,-0.0005826840689296361,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.746097927631344,-0.2534637444205259,1.3890110503363868,0.8312034653545193,-0.30281579547451637,-0.07763339434415545
0.09000000000000001,1.3545281253732497,-0.004011784380903065,-0.12027812295245739,15.086691319074314,-0.06271205608873888,-0.8149704285708942,15.108817444077355,-1.3526133720312954,-0.49895585927758473,139.81927329205442,0.008812729731743824,1.6716211177524372,10.39979371493586,0.1396335932207409,0.2530380827243367,-0.08384744496661402,-10.65659377077926,-3.295360581738355,1.0,-0.003930509090423584,0.019165419166088105,0.0037626945413649082,0.0058037350779286505,-0.02244716837278885,-0.0005067446317941558,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.727526854025686,-0.23961023211268118,0.2919327667614574,0.773334741989736,-0.2934953163603599,-0.06752259085248945
0.09600000000000002,1.4450604596861039,-0.0043889267579780315,-0.12499292486674009,15.090735093544607,-0.06293179728007464,-0.7569987355462411,15.109840937622947,-1.0510424315142295,-0.4318790007895514,139.8382170606631,-0.004516239795133098,1.7598015614792912,10.448383425764709,0.14533804796624586,0.23687415973072207,-0.08515352973549005,-9.972910226085052,-3.2127383041557582,1.0,0.011708617210388184,0.018994979684352875,0.003539623226970434,0.005380078887385235,-0.02166794514022973,-0.00043622976966531754,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.7184699198087827,-0.22620048886284738,-0.7568319236480832,0.7169806292125569,-0.2833454061146987,-0.058134518337499
0.10200000000000002,1.535616889105719,-0.004766488436985723,-0.1293644617152865,15.094725387785653,-0.06285384547035107,-0.7005352518826393,15.11110302981491,-0.7608794483147614,-0.363914892138523,139.8615788013298,-0.019156203871631212,1.8426974792684496,10.498800524757716,0.15062070130671174,0.2212927349591074,-0.08617946374424305,-9.30964446647322,-3.133487121202127,1.0,0.026674360036849976,0.018867530052661896,0.003320961259305477,0.004967734656714121,-0.020860941469998416,-0.0003707894509225536,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.717716141459582,-0.21318147734172052,-1.7608330654160242,0.6621398371828755,-0.27283802764756326,-0.04942181570248793
0.10800000000000003,1.6261971223460168,-0.005142713280536157,-0.13340158560277607,15.098671887238117,-0.062488125169757325,-0.6455146854548433,15.11259364680331,-0.48168188148089386,-0.29514376482951166,139.88917312420736,-0.034986659655809445,1.9204943195496056,10.550903447617342,0.15549291999923914,0.20630818917025323,-0.08695112558195682,-8.668003451344545,-3.0575131572953698,1.0,0.04100918769836426,0.018779631828069687,0.0031066094525158405,0.004566725275288459,-0.02004998950643679,-0.0003100953013136035,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.7242166424396124,-0.20050846279575,-2.722937144437732,0.6088101577811813,-0.2622834110655669,-0.04134016345181021
0.11400000000000003,1.7168009232605326,-0.005515902279785463,-0.1371127696199997,15.10258329953987,-0.06184375919712067,-0.5918759899299904,15.114303297127123,-0.21302032778709684,-0.22564021249227842,139.92082554649804,-0.05189519379660797,1.9933810847283873,10.60455503371648,0.15996605515311615,0.1919195198452464,-0.08749222854403768,-8.048117987642119,-2.984729688797077,1.0,0.05474531650543213,0.0187277720618248,0.002896517049521208,0.004177076768525633,-0.019247799442885613,-0.00025384031878775495,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.737064546473816,-0.18814516630311798,-3.645327264854419,0.5569904084215143,-0.2518465547080277,-0.03384822225456577
0.12000000000000004,1.8074281054665655,-0.005884409365481227,-0.1405061303394096,15.106467516574973,-0.060929272851505484,-0.5395613824022419,15.116223063020898,0.04552121663241672,-0.1554736553130651,139.95637231074053,-0.0697774266464023,2.061546236822822,10.659622406644111,0.16405145843174598,0.1781176560229389,-0.08782448854349693,-7.4497610624282204,-2.915055625285865,1.0,0.06791171431541443,0.018708594267368317,0.0026906346902251244,0.003798815709097793,-0.018462594997102018,-0.00020173114186889174,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.755454908658524,-0.17605984999734092,-4.52996850066896,0.5066800478334286,-0.24163397054502064,-0.026906581534563975
0.12600000000000003,1.8980785277389534,-0.006246638067329488,-0.1435894463772801,15.110331709046143,-0.05975267781915293,-0.4885159888597653,15.118344572448521,0.29434440959928304,-0.08470876119299953,139.99565984941125,-0.08853671257431417,2.1251753351231386,10.715976881767784,0.16776049238830398,0.16488826865905803,-0.087967789492329,-6.872479034754263,-2.848409270698309,1.0,0.08053487539291382,0.01871895057439804,0.002488914877176285,0.0034319299648455006,-0.017699565834241576,-0.00015348942816930872,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.7786687912710275,-0.16422484729093972,-5.3786589908794395,0.45787390088619345,-0.2317126561581655,-0.020477924648977037
0.13200000000000003,1.9887520899213398,-0.0066010386246654,-0.1463701750439491,15.11418240725226,-0.05832153559108213,-0.43868757811393694,15.120659973440278,0.5338361018364716,-0.013405830701199837,140.03854429484434,-0.10808375040290107,2.1844495012551515,10.773493880950811,0.17110448218201435,0.15221382284659463,-0.08794028409896198,-6.31551142817122,-2.784714454915529,1.0,0.09263792634010315,0.018755830948352814,0.002291308715939522,0.0030764155637310747,-0.016959856418450363,-0.00010884758216259661,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.8060667658592506,-0.15261592790295866,-6.192969909407057,0.4105683696029302,-0.2220968143171116,-0.01452644267912851
0.13800000000000004,2.0794487292907315,-0.006946105517755258,-0.1488554671803064,15.118025567657833,-0.056643036172218005,-0.39002621287277894,15.12316190300926,0.7643689792079033,0.05837883705154292,140.08489089108627,-0.12833610091295558,2.239544664617285,10.832052858873816,0.17409473425386884,0.14007606217462287,-0.08775854790806169,-5.778186930574296,-2.7238917650965124,1.0,0.10424378514289856,0.01881646377325058,0.0020977589301764965,0.0027322456091805683,-0.016245082113051854,-6.755212391581521e-05,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.837074061820516,-0.14121144084249165,-6.97445600706662,0.36475725063137304,-0.21280693536129577,-0.009018269408522331
0.14400000000000004,2.170168417269184,-0.007280375272085266,-0.151052180897918,15.121866624347188,-0.05472400669858157,-0.3424842533570298,15.125843460291797,0.986301231919432,0.1305926110807669,140.13457348596694,-0.14921768299727048,2.2906311983453556,10.89153723702052,0.17674249429302508,0.1284558141671009,-0.0874376508618994,-5.2596285561778195,-2.6658714099623637,1.0,0.11537277698516846,0.018898271148204804,0.0019082141807302833,0.0023993713460970035,-0.015554162526773937,-2.936576502545473e-05,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.8711747485172556,-0.129992946328309,-7.724496476852175,0.3204318408494255,-0.20382830785315437,-0.003921746485955456
0.15000000000000005,2.260911156441323,-0.007602424466753942,-0.15296689454461887,15.125710539848312,-0.05257097545743617,-0.2960160700219713,15.128698177848952,1.1999776092562449,0.20318620843894522,140.18747399082577,-0.17065826138104562,2.337873819563759,10.951834340747265,0.17905895543577657,0.11733470924006242,-0.0869912967697648,-4.759190929677715,-2.6105925407168646,1.0,0.12604640424251556,0.01899889496445656,0.001722605898976326,0.00207775603372463,-0.014887664742005568,5.939647476955655e-06,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.9079067837718817,-0.11894336748106182,-8.444546655165597,0.27758542755001137,-0.19516788735717133,0.0007935289599094461
0.15600000000000006,2.351676977832965,-0.007910867901995773,-0.15460591907347906,15.129561838964042,-0.05019015695825874,-0.25057815521700305,15.131719991552991,1.4057290468219503,0.2761134012985171,140.24348181544323,-0.19259295549916056,2.381431606866755,11.01283534888776,0.18105526121637663,0.10669410474693168,-0.08643189657587846,-4.276072364421011,-2.5579759137773874,1.0,0.1362837553024292,0.019116126124858857,0.001540862605907023,0.0017672971757996814,-0.014244216974989673,3.8578040701127895e-05,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.9468574267962473,-0.10804766418103316,-9.135898309580872,0.2362028695979197,-0.1868072969016415,0.0051560337683154885
0.16200000000000006,2.4424659384158494,-0.008204356874132202,-0.15597531001428622,15.133424653715183,-0.04758750515874766,-0.20612886358231527,15.134903218346773,1.6038737596643606,0.34933074828041655,140.30249345009318,-0.2149617764821737,2.421458056267553,11.074435233760187,0.18274242391168102,0.09651635428241499,-0.0857706645462404,-3.8095844747609586,-2.507964339011703,1.0,0.1461038589477539,0.01924797532439232,0.0013629085151478648,0.0014679095198273087,-0.013623045264031224,6.875300650805672e-05,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.9876556831450425,-0.09729249928810772,-9.79983704120886,0.19627165159872806,-0.17873605140192889,0.009192845987743111
0.16800000000000007,2.533278118836911,-0.00848157761033997,-0.15708087875053822,15.1373027496998,-0.04476871255364071,-0.16262844751076155,15.138242526318326,1.7947173434704948,0.4227973286708689,140.36441190620002,-0.23770917014554482,2.458101283233951,11.136532704160665,0.18413137088640133,0.08678436750222837,-0.08501770791040038,-3.359094083956257,-2.4604923747730973,1.0,0.15552575886249542,0.01939263952255249,0.0011886731954291463,0.0011794853723546168,-0.01302388867050501,9.665052066659262e-05,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.029970572131245,-0.08666664905062568,-10.437647457821123,0.15777655542232263,-0.17095045300340936,0.01292867769958597
0.17400000000000007,2.6241136213134175,-0.008741249739753543,-0.1579282037184768,15.141199558534424,-0.041739224336363775,-0.12003898885430458,15.141732912485827,1.9785531576820414,0.49647451399059606,140.4291463007471,-0.2607836197261294,2.491504115811862,11.199030150292353,0.18523290476838775,0.07748142222856161,-0.0841821211366834,-2.9239411071025767,-2.415491640692265,1.0,0.16456668078899384,0.019548406948447228,0.0010180658427998424,0.0009018741602487661,-0.012445527762424184,0.00012245035758728072,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0735094905605287,-0.07615905232830684,-11.050490655794809,0.12069689572989885,-0.16343427619810205,0.0163874060187335
0.18000000000000008,2.7149725677230276,-0.008982124890252742,-0.1585226410003272,15.145118207373255,-0.03850426426065866,-0.07832427525715353,15.145369681383473,2.15566298377315,0.570325748385792,140.49661145628397,-0.2841372653313999,2.5218042504908986,11.261833584859318,0.18605767541169502,0.06859161447043796,-0.08327205060770347,-2.503538756929912,-2.3729092901268367,1.0,0.17324379086494446,0.019713811700344086,0.0008510099141858518,0.0006349539110388517,-0.011887300649825069,0.00014631948533291422,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.1180069814832723,-0.06576099789488835,-11.639522215121648,0.08501605590407539,-0.15617865096861536,0.0195911944609747
0.18600000000000008,2.805855097843331,-0.009202985389336678,-0.15886933443170165,15.149061541265565,-0.03506884251592598,-0.03744976758022062,15.149148421276314,2.3263173469296903,0.6443163432503776,140.56672745753843,-0.30772554950067593,2.549134425670317,11.324852582223889,0.1866161933232719,0.06009952784365241,-0.08229478376229098,-2.0973325557616547,-2.332686860162828,1.0,0.1815735399723053,0.01988745865702629,0.0006874221144244075,0.0003785518135296633,-0.011348817714983748,0.00016841031673560668,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.163231454118896,-0.055464471166646725,-12.205848188886357,0.050710835489734984,-0.14917832445558038,0.022560261400211997
