case,pitch_err_rms_deg,pitch_err_mean_abs_deg,pitch_err_final_mean_deg,pitch_settling_time_s,heading_err_rms_deg,heading_err_mean_abs_deg,heading_err_final_mean_deg,heading_settling_time_s,roll_err_rms_deg,roll_err_mean_abs_deg,roll_settling_time_s,max_abs_p_deg_s,max_abs_q_deg_s,max_abs_r_deg_s,r_rms_deg_s,q_rms_deg_s,p_rms_deg_s,deltaS_rms_deg,deltaD_rms_deg,deltaS_mean_abs_deg,deltaD_mean_abs_deg,deltaS_max_abs_deg,deltaD_max_abs_deg,deltaS_total_variation_deg,deltaD_total_variation_deg,deltaS_max_rate_deg_s,deltaD_max_rate_deg_s,deltaS_sat_frac,deltaD_sat_frac,ctrl_q_cmd_saturated_mean,ctrl_phi_cmd_saturated_mean,ctrl_deltaS_saturated_mean,ctrl_deltaD_saturated_mean,ctrl_K_PSI_mean,ctrl_K_PSI_min,ctrl_K_PSI_max,ctrl_K_PHI_mean,ctrl_K_PHI_min,ctrl_K_PHI_max,ctrl_K_P_mean,ctrl_K_P_min,ctrl_K_P_max,ctrl_K_R_mean,ctrl_K_R_min,ctrl_K_R_max,ctrl_K_THETA_mean,ctrl_K_THETA_min,ctrl_K_THETA_max,ctrl_K_Q_mean,ctrl_K_Q_min,ctrl_K_Q_max,ctrl_K_QD_mean,ctrl_K_QD_min,ctrl_K_QD_max,ctrl_vel_scale_mean,ctrl_vel_scale_min,ctrl_vel_scale_max,ctrl_aero_scale_mean,ctrl_aero_scale_min,ctrl_aero_scale_max,ctrl_roll_damp_scale_mean,ctrl_roll_damp_scale_min,ctrl_roll_damp_scale_max,ctrl_pitch_damp_scale_mean,ctrl_pitch_damp_scale_min,ctrl_pitch_damp_scale_max,ctrl_yaw_accel_damp_scale_mean,ctrl_yaw_accel_damp_scale_min,ctrl_yaw_accel_damp_scale_max,ctrl_roll_accel_damp_scale_mean,ctrl_roll_accel_damp_scale_min,ctrl_roll_accel_damp_scale_max,ctrl_pitch_accel_damp_scale_mean,ctrl_pitch_accel_damp_scale_min,ctrl_pitch_accel_damp_scale_max
sim_out_20cross_posy,4.091929854314267,3.3094325163691654,2.9423315558641754,,43.67620355036908,41.245452815961464,50.10583429393045,,2.3925677068290385,1.2000141437754888,12.252000000000242,81.06791703701457,24.768049129724027,188.52456446946246,33.2182628422452,3.618145236892535,12.843750896667304,1.8264436163489393,2.2944807968185867,0.7845658019632145,1.1285275605706906,9.052056089327955,10.0,130.85129443030485,233.4454095949148,120.00000000000003,120.000000000002,0.0,0.014395886889460155,0.0,0.09511568123393316,0.0,0.015081405312767781,0.798843617735358,0.52,0.8800000000000001,0.6752621043093896,0.52,0.7106281774111342,0.13137770599991552,0.1124999999999999,0.3374999999999999,0.041413368170543086,0.03,0.09,3.5371458805371594,1.95,3.78,0.8774039454897024,0.65,0.9334367345964524,0.0,0.0,0.0,0.7277827090420986,0.6553403093759905,0.7431673665103353,0.9983337331365584,0.6,1.05,1.1678018311103608,1.0,3.0,1.0156999130923425,1.0,2.0808649111497486,1.0,1.0,1.0,1.0,1.0,1.0,1.0031008993378838,1.0,1.3432684282682068
sim_out_20cross_negy,3.7716916985625444,3.202011345299095,2.943964100618098,,44.07324411613422,41.92922212112148,50.111617759504526,,4.517803618206201,1.7634535684477886,11.334000000000207,78.90653981739935,29.634660614772752,187.09249215609086,26.282795128432884,4.056635544948621,12.912905498372595,1.1845446656880423,2.6072162035675683,0.571132804105058,1.2197043395861022,5.016608780986733,10.0,85.33677022704127,207.34670169066,120.00000000000003,120.00000000000433,0.0,0.030848329048843187,0.0,0.11773778920308484,0.0,0.038560411311053984,0.7988777668190025,0.52,0.8800000000000001,0.6810789201052,0.52,0.7306322948082156,0.12770686861040856,0.1124999999999999,0.3374999999999999,-0.03898933153828045,-0.0913392953955369,-0.03,3.5604590555681446,1.95,3.78,0.8787777361965957,0.65,0.958738162240322,0.0,0.0,0.0,0.7268945391638475,0.6553403093759905,0.7611635436527591,1.0148689323355253,0.6,1.05,1.1343449641727845,1.0,3.0,1.0193285107522483,1.0,2.475515240479385,1.0,1.0,1.0,1.0,1.0,1.0,1.0014913073805316,1.0,1.5107980578449534
