t,x,y,z,vx,vy,vz,V,alpha_deg,beta_deg,qbar,yaw_deg,pitch_deg,roll_deg,p,q,r,deltaS_deg,deltaD_deg,throttle,CL,CD,CY,Cl,Cm,Cn,T_N,Ftx_b,Fty_b,Ftz_b,Lthr_b,Mthr_b,Nthr_b,Ftotx_b,Ftoty_b,Ftotz_b,Ltot_b,Mtot_b,Ntot_b,ctrl_K_PSI,ctrl_K_PHI,ctrl_K_P,ctrl_K_R,ctrl_K_THETA,ctrl_K_Q,ctrl_K_QD,ctrl_V,ctrl_alpha_deg,ctrl_beta_deg,ctrl_vel_scale,ctrl_aero_scale,ctrl_pitch_err_scale,ctrl_roll_err_scale,ctrl_heading_err_scale,ctrl_roll_damp_scale,ctrl_pitch_damp_scale,ctrl_p_dot_deg_s2,ctrl_q_dot_deg_s2,ctrl_r_dot_deg_s2,ctrl_roll_accel_damp_scale,ctrl_pitch_accel_damp_scale,ctrl_yaw_accel_damp_scale,ctrl_e_psi_deg,ctrl_e_phi_deg_pre,ctrl_e_phi_deg,ctrl_e_theta_deg,ctrl_phi_cmd_deg,ctrl_q_cmd_deg_s,ctrl_deltaS_unsmoothed_deg,ctrl_deltaD_unsmoothed_deg,ctrl_deltaS_final_deg,ctrl_deltaD_final_deg,ctrl_q_cmd_raw_deg_s,ctrl_phi_cmd_raw_deg,ctrl_deltaS_raw_no_clamp_deg,ctrl_deltaD_raw_no_clamp_deg,ctrl_q_cmd_saturated,ctrl_phi_cmd_saturated,ctrl_deltaS_saturated,ctrl_deltaD_saturated,ctrl_use_derivative_damping
0.0,0.0,0.0,0.0,20.0,0.0,-3.0,21.213203435596427,-11.46355078491196,-15.845881126483613,275.62500000000006,0.0,0.0,10.0,0.0,0.0,0.0,0.72,-0.72,1.0,-0.8112645745277405,0.046335868661403656,0.028557393699884415,-0.001565877115353942,0.2663840055465698,-0.014862495474517345,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.786151284131687,-7.607768516524214,105.74566836045237,-0.4113099205632171,6.86592922289162,-3.903940975351143,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.213203435596427,-11.46355078491196,-15.845881126483613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,20.0,20.0,3.0,30.0,9.0,9.0,10.0,0.72,0.72,9.0,40.0,9.0,16.0,0.0,1.0,0.0,1.0,
0.006,0.12007302335523194,-0.00011426500063597722,-0.017368518453519544,20.023924435970795,-0.03772878253081434,-2.7908474935468615,21.196426132964774,-10.806390615124803,-15.839211022955864,275.18919449626713,-0.01189433965439597,0.06041133355964736,9.999537175500853,-0.00243364229516941,0.32946473519377767,-0.128669680111034,0.0,-1.44,1.0,-0.757058322429657,0.043303419028520584,0.02980881743133068,0.0011901433639140966,0.23584966601488971,-0.014723104908355988,4.0,4.0,0.0,0.0,0.0,0.0,0.0,14.75213681329285,-7.174107875121862,98.66727881586935,0.31212140774901986,6.069308499346499,-3.8612123293444385,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.196426132964774,-10.806390615124803,-15.839211022955864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.647914411924604,629.2312941666246,-245.74098738868793,1.0,1.0,1.0,50.01189433965439,20.000462824499145,20.000462824499145,2.9395886664403528,30.0,8.818765999321059,-10.05817282567768,10.0,0.0,1.44,8.818765999321059,40.00951547172352,-10.05817282567768,15.873841282019766,0.0,1.0,0.0,1.0,
0.012,0.24028096694958506,-0.0004471734687394201,-0.03351450437124247,20.044990662939014,-0.07283653553982014,-2.592694580972216,21.18084428694266,-10.07244244529559,-15.786439905306176,274.7847508834733,-0.04859407226818931,0.2332337727260989,9.999085659600278,0.00058332673004674,0.6189584141817952,-0.25553257135910556,-0.72,-2.16,1.0,-0.6959440112113953,0.04021077988028526,0.030936939641833305,0.003925949780991109,0.2050500944544123,-0.014483068155407609,4.0,4.0,0.0,0.0,0.0,0.0,0.0,12.633847291567987,-6.693546232556036,90.70971622908841,1.028087949320787,5.268963281415954,-3.7926791401817783,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.18084428694266,-10.07244244529559,-15.786439905306175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.043654872679764,1056.2772353909158,-438.8830647556721,1.0,1.0,1.0,50.0485940722682,20.000914340399724,20.000914340399724,2.766766227273901,30.0,8.300298681821703,-20.0,10.0,-0.72,2.16,8.300298681821703,40.03887525781457,-27.163406144905522,15.70289939102341,0.0,1.0,1.0,1.0,
0.018000000000000002,0.3606070066207281,-0.000982212943063563,-0.04850765254283975,20.063313360092625,-0.10507573251987157,-2.4067285872728363,21.16642619957186,-9.278852784412633,-15.688297611832487,274.4107788129273,-0.11171127386972254,0.5047992651461148,10.000291017417458,0.009037621646158752,0.8685635601067099,-0.37961382542363087,-1.44,-2.88,1.0,-0.6296100616455078,0.03718967003107071,0.031900037080049515,0.006653431452766344,0.17441704203428876,-0.014137683561584052,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.52947566800076,-6.194999171932687,82.08266209441099,1.7399619613156327,4.47571736571093,-3.697194717177984,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.166426199571863,-9.278852784412631,-15.688297611832484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.7814378132147,1321.7325018542213,-588.084190957464,1.0,1.0,1.0,50.11171127386973,19.99970898258254,19.99970898258254,2.495200734853885,30.0,7.485602204561655,-20.0,10.0,-1.44,2.88,7.485602204561655,40.089369019095784,-42.27942402841022,15.487089148660084,0.0,1.0,1.0,1.0,
0.024,0.48103512913777097,-0.0017016820406322145,-0.06242376898960354,20.079046342711678,-0.13429759619823883,-2.2337932017310735,21.15311132467549,-8.441672568521607,-15.545941928257902,274.0656477123951,-0.2024733769697221,0.8615109185119932,10.004659360373356,0.022937106990781497,1.078956764369722,-0.4998227787931714,-2.16,-3.5999999999999996,1.0,-0.559922456741333,0.03435838234901428,0.032664526253938675,0.009392068185006267,0.1443448650849784,-0.01368376120475025,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.524675096998328,-5.703718336806281,73.0211287062472,2.4530632177100338,3.6993763208070987,-3.573987180468705,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.153111324675486,-8.441672568521609,-15.545941928257905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.77121183893256,1459.2074229001914,-700.0495423579575,1.0,1.0,1.0,50.20247337696972,19.995340639626644,19.995340639626644,2.138489081488007,30.0,6.41546724446402,-20.0,10.0,-2.16,3.5999999999999996,6.41546724446402,40.16197870157578,-55.40420163101229,15.226387883392553,0.0,1.0,1.0,1.0,
0.03,0.6015503292461147,-0.0025872695861607073,-0.0753426586869099,20.092369450647894,-0.16044570337748387,-2.074380320679517,21.140815618049754,-7.575621498190923,-15.360975996872767,273.74712706028055,-0.3216546351603153,1.290028731303976,10.013588444176067,0.04231996874260116,1.251323910086211,-0.6149952562204174,-2.88,-4.319999999999999,1.0,-0.48860424757003784,0.03180706885933876,0.0332089401781559,0.012161705294091154,0.11513736960671342,-0.013119997586208715,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.685201393646661,-5.239215299103303,63.744127107165866,3.1727579858439285,2.9473956883847263,-3.4227582488881154,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.140815618049754,-7.575621498190923,-15.360975996872767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.63550857997325,1496.562937529196,-780.0028629745972,1.0,1.0,1.0,50.321654635160314,19.986411555823935,19.986411555823935,1.709971268696024,30.0,5.129913806088072,-20.0,10.0,-2.88,4.319999999999999,5.129913806088072,40.257323708128254,-66.56566504565953,14.920683252907725,0.0,1.0,1.0,1.0,
0.036,0.7221387179872271,-0.0036205573693449226,-0.0873461421370661,20.103472565004346,-0.1835375088043428,-1.9286794841177524,21.12943900736581,-6.694060965711457,-15.135441647721635,273.45258056917004,-0.46953287733270016,1.7774187519409597,10.02840886143905,0.06724942777135759,1.3872195642135423,-0.7239381748902498,-3.5999999999999996,-5.039999999999999,1.0,-0.4169931411743164,0.02959154372394085,0.03352470323443413,0.01497446719789343,0.08698509607727023,-0.01244779025365601,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.054557066331949,-4.814572535811222,54.4230618405429,3.9023507831104673,2.2243311510559485,-3.2438979899854377,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.12943900736581,-6.694060965711459,-15.135441647721642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.3201664603802,1456.7919312122126,-832.0679386336238,1.0,1.0,1.0,50.46953287733271,19.97159113856095,19.97159113856095,1.2225812480590403,30.0,3.667743744177121,-20.0,10.0,-3.5999999999999996,5.039999999999999,3.667743744177121,40.37562630186617,-75.81408254323615,14.569734611961163,0.0,1.0,1.0,1.0,
0.041999999999999996,0.8427875366585885,-0.004783391196818414,-0.09851648281765168,20.112540683356087,-0.20363999299554825,-1.7966608865144598,21.11887297664213,-5.809119229465421,-14.871793510408823,273.17916242967146,-0.6458735716049855,2.311254651466558,10.050427559714233,0.09779380973899944,1.4884191760947925,-0.825481947715975,-4.319999999999999,-5.759999999999999,1.0,-0.34596771001815796,0.027736039956212044,0.03361450880765915,0.017827794167356935,0.05998486508545577,-0.01167276374012134,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.6564707812926867,-4.437094750360513,45.171757479073506,4.641283330312613,1.5323635957584372,-3.0388842981427944,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.11887297664213,-5.809119229465421,-14.87179351040882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.99160565435,1358.710566608357,-859.5886715318749,1.0,1.0,1.0,50.645873571604994,19.949572440285767,19.949572440285767,0.688745348533442,30.0,2.066236045600326,-20.0,10.0,-4.319999999999999,5.759999999999999,2.066236045600326,40.516698857284,-83.21390089097056,14.173249434778825,0.0,1.0,1.0,1.0,
0.047999999999999994,0.9634850936618116,-0.006058107950047464,-0.10893532478240796,20.11974345685442,-0.2208469867957611,-1.678157780312787,21.109006719550926,-4.931864938505541,-14.572856215531546,272.92397587020326,-0.8499425142664858,2.879678570143686,10.080965707755592,0.13399541262297587,1.5568138958019266,-0.9185462702887705,-5.039999999999999,-6.479999999999999,1.0,-0.27603793144226074,0.026241380845308304,0.03348994627594948,0.02070006844641094,0.034189384255612125,-0.010806585243282608,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.4998625847031883,-4.1096978218715785,36.05772707584347,5.384016367064365,0.8725805716389287,-2.8107555282986403,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.109006719550926,-4.931864938505541,-14.57285621553155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,181.93325308549598,1217.5927459599861,-865.4107007810085,1.0,1.0,1.0,50.8499425142665,19.919034292244408,19.919034292244408,0.12032142985631422,30.0,0.36096428956894266,-20.0,10.0,-5.039999999999999,6.479999999999999,0.36096428956894266,40.6799540114132,-88.83790142720096,13.73104519968336,0.0,1.0,1.0,1.0,
0.05399999999999999,1.0842206557577412,-0.007427645262052849,-0.11868305431416452,20.12523046029318,-0.235263171689457,-1.5729228828633282,21.099731265673718,-4.07243723411704,-14.24176296731633,272.68417893373504,-1.0805477543774422,3.4714412396402907,10.12138405190424,0.17583359376701657,1.5943718903209596,-1.0022191551466184,-5.759999999999999,-7.199999999999998,1.0,-0.20752358436584473,0.025094201912283898,0.03316953778266907,0.02354957367073005,0.009661666094045743,-0.009868257006687494,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5835663577967223,-3.8323121415311463,27.12485652562574,6.1197811410923295,0.24636813484801662,-2.5644444340850017,0.8,0.8,0.15,-0.02,3.0,1.0,0.0,21.099731265673718,-4.07243723411704,-14.24176296731633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.45164253697527,1045.804682531858,-852.1319993594329,1.0,1.0,1.0,51.08054775437745,19.87861594809576,19.87861594809576,-0.4714412396402907,30.0,-1.4143237189208722,-20.0,10.0,-5.759999999999999,7.199999999999998,-1.4143237189208722,40.86443820350196,-92.76510400860684,13.243255780815064,0.0,1.0,1.0,1.0,
